car_brand,car_name,year,car_age,km_driven,km_range,fuel,transmission,price_inr,price_range,city
Honda,Honda City i VTEC CVT VX,2014,12,70543,50K – 1L,Petrol,Automatic,391000,2-5 Lakh,mumbai
Honda,Honda City i VTEC CVT VX,2016,10,79002,50K – 1L,Petrol,Automatic,565000,5-10 Lakh,new-delhi
Honda,Honda City i VTEC VX,2015,11,46759,25K – 50K,Petrol,Manual,440000,2-5 Lakh,mumbai
Honda,Honda City i VTEC VX Option,2017,9,80000,50K – 1L,Petrol,Manual,450000,2-5 Lakh,gurgaon
Honda,Honda City V MT,2013,13,58132,50K – 1L,Petrol,Manual,338000,2-5 Lakh,mumbai
Honda,Honda City V MT,2014,12,59807,50K – 1L,Petrol,Manual,429000,2-5 Lakh,mumbai
Honda,Honda City ZX MT,2021,5,43075,25K – 50K,Petrol,Manual,949000,5-10 Lakh,mumbai
Honda,Honda City1.5 E MT,2009,17,111175,Above 1L,Petrol,Manual,320000,2-5 Lakh,bangalore
Honda,Honda City1.5 E MT,2010,16,130000,Above 1L,Petrol,Manual,200000,2-5 Lakh,ahmedabad
Honda,Honda City1.5 E MT,2011,15,70000,50K – 1L,Petrol,Manual,151000,bellow 2 Lakh,noida
Honda,Honda City1.5 E MT,2011,15,123000,Above 1L,Petrol,Manual,280000,2-5 Lakh,pune
Honda,Honda City1.5 S AT,2009,17,37500,25K – 50K,Petrol,Automatic,350000,2-5 Lakh,pune
Honda,Honda City1.5 S AT,2012,14,70000,50K – 1L,Petrol,Automatic,275000,2-5 Lakh,pune
Honda,Honda City1.5 S MT,2009,17,70000,50K – 1L,Petrol,Manual,160000,bellow 2 Lakh,noida
Honda,Honda City1.5 S MT,2009,17,83000,50K – 1L,Petrol,Manual,285000,2-5 Lakh,bangalore
Honda,Honda City1.5 S MT,2009,17,95924,50K – 1L,Petrol,Manual,220000,2-5 Lakh,pune
Honda,Honda City1.5 S MT,2009,17,99149,50K – 1L,Petrol,Manual,216000,2-5 Lakh,pune
Honda,Honda City1.5 S MT,2009,17,104000,Above 1L,Petrol,Manual,210000,2-5 Lakh,pune
Honda,Honda City1.5 S MT,2010,16,78000,50K – 1L,Petrol,Manual,175000,bellow 2 Lakh,jaipur
Honda,Honda City1.5 S MT,2010,16,160000,Above 1L,Petrol,Manual,270000,2-5 Lakh,ahmedabad
Honda,Honda City1.5 S MT,2011,15,46680,25K – 50K,Petrol,Manual,280000,2-5 Lakh,ahmedabad
Honda,Honda City1.5 S MT,2011,15,69242,50K – 1L,Petrol,Manual,300000,2-5 Lakh,bangalore
Honda,Honda City1.5 S MT,2011,15,90000,50K – 1L,Petrol,Manual,290000,2-5 Lakh,chandigarh
Honda,Honda City1.5 S MT,2013,13,105655,Above 1L,Petrol,Manual,330000,2-5 Lakh,pune
Honda,Honda City1.5 V AT,2012,14,91126,50K – 1L,Petrol,Automatic,334000,2-5 Lakh,mumbai
Honda,Honda City1.5 V AT,2012,14,116574,Above 1L,Petrol,Automatic,341000,2-5 Lakh,pune
Honda,Honda City1.5 V MT,2010,16,59000,50K – 1L,Petrol,Manual,240000,2-5 Lakh,jaipur
Honda,Honda City1.5 V MT,2010,16,81644,50K – 1L,Petrol,Manual,215000,2-5 Lakh,kolkata
Honda,Honda City1.5 V MT,2011,15,85000,50K – 1L,Petrol,Manual,270000,2-5 Lakh,pune
Honda,Honda City1.5 V MT,2011,15,86000,50K – 1L,Petrol,Manual,200000,2-5 Lakh,jaipur
Honda,Honda City1.5 V MT,2011,15,91000,50K – 1L,Petrol,Manual,365000,2-5 Lakh,bangalore
Honda,Honda City1.5 V MT Exclusive,2013,13,111126,Above 1L,Petrol,Manual,345000,2-5 Lakh,chennai
Honda,Honda City1.5 V MT Exclusive,2014,12,92491,50K – 1L,Petrol,Manual,455000,2-5 Lakh,chennai
Honda,Honda City1.5 V MT Exclusive,2015,11,160100,Above 1L,Petrol,Manual,220000,2-5 Lakh,delhi-ncr
Honda,Honda City1.5 V MT Exclusive,2015,11,160100,Above 1L,Petrol,Manual,220000,2-5 Lakh,gurgaon
Honda,Honda City1.5 V MT Exclusive,2016,10,49023,25K – 50K,Petrol,Manual,450000,2-5 Lakh,pune
Honda,Honda City1.5 V MT Exclusive,2016,10,50276,50K – 1L,Petrol,Manual,690000,5-10 Lakh,chennai
Honda,Honda City1.5 V MT Exclusive,2020,6,56997,50K – 1L,Petrol,Manual,790000,5-10 Lakh,jaipur
Honda,Honda City1.5 V MT Exclusive,2022,4,9865,Below 25K,Petrol,Manual,913000,5-10 Lakh,kolkata
Honda,Honda City1.5 V MT Exclusive,2022,4,25224,25K – 50K,Petrol,Manual,927000,5-10 Lakh,ahmedabad
Honda,Honda City1.5 V MT Exclusive,2022,4,27904,25K – 50K,Petrol,Manual,875000,5-10 Lakh,pune
Honda,Honda City1.5 V MT Exclusive,2022,4,36101,25K – 50K,Petrol,Manual,826000,5-10 Lakh,gurgaon
Honda,Honda City1.5 V MT Exclusive,2022,4,91170,50K – 1L,Petrol,Manual,873000,5-10 Lakh,delhi-ncr
Honda,Honda City1.5 V MT Exclusive,2023,3,49515,25K – 50K,Petrol,Manual,919000,5-10 Lakh,ahmedabad
Honda,Honda City1.5 V MT Sunroof,2012,14,69000,50K – 1L,Petrol,Manual,225000,2-5 Lakh,kolkata
Honda,Honda CityCorporate Edition,2012,14,57575,50K – 1L,Petrol,Manual,325000,2-5 Lakh,ahmedabad
Honda,Honda CityCorporate Edition,2012,14,115554,Above 1L,Petrol,Manual,205000,2-5 Lakh,ahmedabad
Honda,Honda CityCorporate Edition,2012,14,120000,Above 1L,Petrol,Manual,190000,bellow 2 Lakh,delhi-ncr
Honda,Honda CityCorporate Edition,2012,14,120000,Above 1L,Petrol,Manual,190000,bellow 2 Lakh,noida
Honda,Honda CityCorporate Edition,2013,13,40000,25K – 50K,Petrol,Manual,250000,2-5 Lakh,kolkata
Honda,Honda CityCVT,2017,9,27184,25K – 50K,Petrol,Automatic,610000,5-10 Lakh,pune
Honda,Honda CityCVT,2017,9,28808,25K – 50K,Petrol,Automatic,740000,5-10 Lakh,pune
Honda,Honda CityCVT,2017,9,123027,Above 1L,Petrol,Automatic,700000,5-10 Lakh,pune
Honda,Honda CityCVT,2021,5,38382,25K – 50K,Petrol,Automatic,1250000,10-20 Lakh,pune
Honda,Honda CityCVT,2023,3,8120,Below 25K,Petrol,Automatic,1566000,10-20 Lakh,ahmedabad
Honda,Honda CityCVT,2023,3,9684,Below 25K,Petrol,Automatic,1480000,10-20 Lakh,ahmedabad
Honda,Honda CityCVT,2023,3,15001,Below 25K,Petrol,Automatic,1551000,10-20 Lakh,ahmedabad
Honda,Honda CityCVT,2023,3,17797,Below 25K,Petrol,Automatic,1651000,10-20 Lakh,ahmedabad
Honda,Honda CityE,2011,15,68000,50K – 1L,Petrol,Manual,165000,bellow 2 Lakh,new-delhi
Honda,Honda CityE,2011,15,74234,50K – 1L,Petrol,Manual,295000,2-5 Lakh,bangalore
Honda,Honda CityE,2011,15,150000,Above 1L,Petrol,Manual,120000,bellow 2 Lakh,gurgaon
Honda,Honda CityE,2011,15,182000,Above 1L,Petrol,Manual,200000,2-5 Lakh,noida
Honda,Honda CityE,2013,13,70000,50K – 1L,Petrol,Manual,230000,2-5 Lakh,noida
Honda,Honda CityE,2013,13,74000,50K – 1L,Petrol,Manual,245000,2-5 Lakh,gurgaon
Honda,Honda CityE,2013,13,90000,50K – 1L,Petrol,Manual,230000,2-5 Lakh,new-delhi
Honda,Honda CityE,2013,13,160000,Above 1L,Petrol,Manual,225000,2-5 Lakh,new-delhi
Honda,Honda CityEdge Edition Diesel SV,2018,8,84225,50K – 1L,Diesel,Manual,582000,5-10 Lakh,delhi-ncr
Honda,Honda CityEXi,2016,10,59962,50K – 1L,Petrol,Manual,499000,2-5 Lakh,noida
Honda,Honda CityGXi,2008,18,112000,Above 1L,Petrol,Manual,170000,bellow 2 Lakh,pune
Honda,Honda Cityi DTEC E,2014,12,99000,50K – 1L,Diesel,Manual,425000,2-5 Lakh,bangalore
Honda,Honda Cityi DTEC E,2014,12,140000,Above 1L,Diesel,Manual,595000,5-10 Lakh,bangalore
Honda,Honda Cityi DTec SV,2014,12,66640,50K – 1L,Diesel,Manual,590000,5-10 Lakh,chennai
Honda,Honda Cityi DTec SV,2014,12,82000,50K – 1L,Diesel,Manual,390000,2-5 Lakh,new-delhi
Honda,Honda Cityi DTec SV,2014,12,87000,50K – 1L,Diesel,Manual,335000,2-5 Lakh,ahmedabad
Honda,Honda Cityi DTec SV,2014,12,87222,50K – 1L,Diesel,Manual,375000,2-5 Lakh,bangalore
Honda,Honda Cityi DTec SV,2014,12,95173,50K – 1L,Diesel,Manual,490000,2-5 Lakh,chennai
Honda,Honda Cityi DTec SV,2015,11,54000,50K – 1L,Diesel,Manual,525000,5-10 Lakh,ahmedabad
Honda,Honda Cityi DTec SV,2015,11,62000,50K – 1L,Diesel,Manual,435000,2-5 Lakh,chandigarh
Honda,Honda Cityi DTec SV,2015,11,82000,50K – 1L,Diesel,Manual,425000,2-5 Lakh,ahmedabad
Honda,Honda Cityi DTec SV,2015,11,103000,Above 1L,Diesel,Manual,465000,2-5 Lakh,Hyderabad
Honda,Honda Cityi DTec SV,2016,10,78000,50K – 1L,Diesel,Manual,355000,2-5 Lakh,ahmedabad
Honda,Honda Cityi DTec SV,2017,9,94723,50K – 1L,Diesel,Manual,630000,5-10 Lakh,Hyderabad
Honda,Honda Cityi DTEC V,2014,12,65000,50K – 1L,Diesel,Manual,500000,5-10 Lakh,jaipur
Honda,Honda Cityi DTEC V,2014,12,84000,50K – 1L,Diesel,Manual,481000,2-5 Lakh,pune
Honda,Honda Cityi DTEC V,2015,11,75000,50K – 1L,Diesel,Manual,470000,2-5 Lakh,ahmedabad
Honda,Honda Cityi DTEC V,2016,10,88349,50K – 1L,Diesel,Manual,575000,5-10 Lakh,Hyderabad
Honda,Honda Cityi DTEC V,2016,10,91000,50K – 1L,Diesel,Manual,485000,2-5 Lakh,Hyderabad
Honda,Honda Cityi DTEC V,2016,10,91000,50K – 1L,Diesel,Manual,550000,5-10 Lakh,Hyderabad
Honda,Honda Cityi DTEC VX,2014,12,80000,50K – 1L,Diesel,Manual,450000,2-5 Lakh,jaipur
Honda,Honda Cityi DTEC VX,2014,12,88000,50K – 1L,Diesel,Manual,685000,5-10 Lakh,bangalore
Honda,Honda Cityi DTEC VX,2015,11,65425,50K – 1L,Diesel,Manual,536000,5-10 Lakh,bangalore
Honda,Honda Cityi DTEC VX,2015,11,129000,Above 1L,Diesel,Manual,560000,5-10 Lakh,Hyderabad
Honda,Honda Cityi DTEC VX,2016,10,98000,50K – 1L,Diesel,Manual,580000,5-10 Lakh,jaipur
Honda,Honda Cityi DTEC VX,2017,9,117000,Above 1L,Diesel,Manual,460000,2-5 Lakh,new-delhi
Honda,Honda Cityi DTec VX Option,2015,11,138727,Above 1L,Diesel,Manual,639000,5-10 Lakh,bangalore
Honda,Honda Cityi DTec VX Option,2016,10,94708,50K – 1L,Diesel,Manual,616000,5-10 Lakh,Hyderabad
Honda,Honda Cityi DTec VX Option,2017,9,119146,Above 1L,Diesel,Manual,730000,5-10 Lakh,pune
Honda,Honda Cityi VTEC CVT SV,2014,12,40310,25K – 50K,Petrol,Automatic,320000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT SV,2014,12,67000,50K – 1L,Petrol,Automatic,400000,2-5 Lakh,noida
Honda,Honda Cityi VTEC CVT SV,2014,12,69615,50K – 1L,Petrol,Automatic,425000,2-5 Lakh,pune
Honda,Honda Cityi VTEC CVT SV,2014,12,79000,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC CVT SV,2014,12,80000,50K – 1L,Petrol,Automatic,465000,2-5 Lakh,pune
Honda,Honda Cityi VTEC CVT SV,2014,12,80201,50K – 1L,Petrol,Automatic,495000,2-5 Lakh,chennai
Honda,Honda Cityi VTEC CVT SV,2014,12,80285,50K – 1L,Petrol,Automatic,281000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT SV,2014,12,80285,50K – 1L,Petrol,Automatic,281000,2-5 Lakh,noida
Honda,Honda Cityi VTEC CVT SV,2014,12,82405,50K – 1L,Petrol,Automatic,478000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC CVT SV,2014,12,90000,50K – 1L,Petrol,Automatic,455000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT SV,2015,11,68000,50K – 1L,Petrol,Automatic,495000,2-5 Lakh,new-delhi
Honda,Honda Cityi VTEC CVT SV,2015,11,80510,50K – 1L,Petrol,Automatic,399000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT SV,2015,11,97163,50K – 1L,Petrol,Automatic,375000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT SV,2015,11,111049,Above 1L,Petrol,Automatic,410000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC CVT SV,2015,11,125000,Above 1L,Petrol,Automatic,465000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC CVT SV,2015,11,154000,Above 1L,Petrol,Automatic,400000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT SV,2016,10,40121,25K – 50K,Petrol,Automatic,495000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT SV,2016,10,40121,25K – 50K,Petrol,Automatic,495000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC CVT SV,2017,9,81000,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT SV,2017,9,150000,Above 1L,Petrol,Automatic,600000,5-10 Lakh,gurgaon
Honda,Honda Cityi VTEC CVT VX,2014,12,46662,25K – 50K,Petrol,Automatic,414000,2-5 Lakh,chennai
Honda,Honda Cityi VTEC CVT VX,2014,12,59486,50K – 1L,Petrol,Automatic,449000,2-5 Lakh,chennai
Honda,Honda Cityi VTEC CVT VX,2014,12,66000,50K – 1L,Petrol,Automatic,545000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2014,12,72000,50K – 1L,Petrol,Automatic,425000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT VX,2014,12,87000,50K – 1L,Petrol,Automatic,475000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2015,11,13000,Below 25K,Petrol,Automatic,735000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC CVT VX,2015,11,35915,25K – 50K,Petrol,Automatic,480000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT VX,2015,11,40000,25K – 50K,Petrol,Automatic,450000,2-5 Lakh,kolkata
Honda,Honda Cityi VTEC CVT VX,2015,11,42000,25K – 50K,Petrol,Automatic,525000,5-10 Lakh,new-delhi
Honda,Honda Cityi VTEC CVT VX,2015,11,42000,25K – 50K,Petrol,Automatic,525000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2015,11,53000,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT VX,2015,11,58000,50K – 1L,Petrol,Automatic,475000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2015,11,60000,50K – 1L,Petrol,Automatic,500000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2015,11,65000,50K – 1L,Petrol,Automatic,430000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2015,11,65375,50K – 1L,Petrol,Automatic,500000,5-10 Lakh,pune
Honda,Honda Cityi VTEC CVT VX,2015,11,74976,50K – 1L,Petrol,Automatic,472000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2015,11,75000,50K – 1L,Petrol,Automatic,345000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2015,11,75000,50K – 1L,Petrol,Automatic,500000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2015,11,78000,50K – 1L,Petrol,Automatic,611000,5-10 Lakh,pune
Honda,Honda Cityi VTEC CVT VX,2015,11,78070,50K – 1L,Petrol,Automatic,362000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT VX,2015,11,79000,50K – 1L,Petrol,Automatic,545000,5-10 Lakh,pune
Honda,Honda Cityi VTEC CVT VX,2015,11,83000,50K – 1L,Petrol,Automatic,500000,5-10 Lakh,gurgaon
Honda,Honda Cityi VTEC CVT VX,2015,11,85000,50K – 1L,Petrol,Automatic,475000,2-5 Lakh,new-delhi
Honda,Honda Cityi VTEC CVT VX,2015,11,87000,50K – 1L,Petrol,Automatic,499000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2015,11,88241,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2015,11,90000,50K – 1L,Petrol,Automatic,430000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC CVT VX,2015,11,100000,Above 1L,Petrol,Automatic,450000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT VX,2016,10,42000,25K – 50K,Petrol,Automatic,475000,2-5 Lakh,kolkata
Honda,Honda Cityi VTEC CVT VX,2016,10,45716,25K – 50K,Petrol,Automatic,494000,2-5 Lakh,jaipur
Honda,Honda Cityi VTEC CVT VX,2016,10,56000,50K – 1L,Petrol,Automatic,545000,5-10 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2016,10,58000,50K – 1L,Petrol,Automatic,495000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT VX,2016,10,58000,50K – 1L,Petrol,Automatic,495000,2-5 Lakh,new-delhi
Honda,Honda Cityi VTEC CVT VX,2016,10,58000,50K – 1L,Petrol,Automatic,495000,2-5 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2016,10,59000,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2016,10,65000,50K – 1L,Petrol,Automatic,520000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2016,10,74454,50K – 1L,Petrol,Automatic,625000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC CVT VX,2016,10,75000,50K – 1L,Petrol,Automatic,575000,5-10 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT VX,2016,10,77000,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT VX,2016,10,79002,50K – 1L,Petrol,Automatic,565000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2016,10,81000,50K – 1L,Petrol,Automatic,685000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC CVT VX,2016,10,91696,50K – 1L,Petrol,Automatic,387000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT VX,2016,10,99000,50K – 1L,Petrol,Automatic,595000,5-10 Lakh,noida
Honda,Honda Cityi VTEC CVT VX,2016,10,129335,Above 1L,Petrol,Automatic,474000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC CVT VX,2017,9,55000,50K – 1L,Petrol,Automatic,690000,5-10 Lakh,ahmedabad
Honda,Honda Cityi VTEC CVT VX,2017,9,57720,50K – 1L,Petrol,Automatic,633000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC CVT VX,2017,9,67000,50K – 1L,Petrol,Automatic,525000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC CVT VX,2017,9,68322,50K – 1L,Petrol,Automatic,535000,5-10 Lakh,jaipur
Honda,Honda Cityi VTEC CVT VX,2017,9,79000,50K – 1L,Petrol,Automatic,549000,5-10 Lakh,delhi-ncr
Honda,Honda Cityi VTEC CVT VX,2018,8,68914,50K – 1L,Petrol,Automatic,700000,5-10 Lakh,mumbai
Honda,Honda Cityi VTEC CVT VX,2018,8,94210,50K – 1L,Petrol,Automatic,815000,5-10 Lakh,pune
Honda,Honda Cityi VTEC E,2015,11,72000,50K – 1L,Petrol,Manual,490000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC E,2016,10,150000,Above 1L,Petrol,Manual,350000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC E,2017,9,76000,50K – 1L,Petrol,Manual,800000,5-10 Lakh,noida
Honda,Honda Cityi VTEC S,2014,12,40976,25K – 50K,Petrol,Manual,445000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC S,2014,12,49000,25K – 50K,Petrol,Manual,495000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC S,2014,12,70800,50K – 1L,Petrol,Manual,381000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC S,2015,11,65266,50K – 1L,Petrol,Manual,361000,2-5 Lakh,pune
Honda,Honda Cityi VTEC S,2015,11,71000,50K – 1L,Petrol,Manual,395000,2-5 Lakh,new-delhi
Honda,Honda Cityi VTEC S,2016,10,70341,50K – 1L,Petrol,Manual,376000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC S,2016,10,84358,50K – 1L,Petrol,Manual,425000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC S,2017,9,35800,25K – 50K,Petrol,Manual,625000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC S,2017,9,89999,50K – 1L,Petrol,Manual,575000,5-10 Lakh,noida
Honda,Honda Cityi VTEC SV,2014,12,34314,25K – 50K,Petrol,Manual,310000,2-5 Lakh,jaipur
Honda,Honda Cityi VTEC SV,2014,12,63249,50K – 1L,Petrol,Manual,264000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC SV,2014,12,64542,50K – 1L,Petrol,Manual,308000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC SV,2014,12,64542,50K – 1L,Petrol,Manual,308000,2-5 Lakh,gurgaon
Honda,Honda Cityi VTEC SV,2014,12,65000,50K – 1L,Petrol,Manual,495000,2-5 Lakh,Hyderabad
Honda,Honda Cityi VTEC SV,2014,12,70000,50K – 1L,Petrol,Manual,435000,2-5 Lakh,pune
Honda,Honda Cityi VTEC SV,2014,12,82000,50K – 1L,Petrol,Manual,475000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC SV,2015,11,34955,25K – 50K,Petrol,Manual,358000,2-5 Lakh,pune
Honda,Honda Cityi VTEC SV,2015,11,46000,25K – 50K,Petrol,Manual,365000,2-5 Lakh,kolkata
Honda,Honda Cityi VTEC SV,2015,11,55331,50K – 1L,Petrol,Manual,308000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC SV,2015,11,55331,50K – 1L,Petrol,Manual,308000,2-5 Lakh,noida
Honda,Honda Cityi VTEC SV,2015,11,60000,50K – 1L,Petrol,Manual,595000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC SV,2015,11,70215,50K – 1L,Petrol,Manual,450000,2-5 Lakh,noida
Honda,Honda Cityi VTEC SV,2015,11,80810,50K – 1L,Petrol,Manual,340000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC SV,2015,11,93000,50K – 1L,Petrol,Manual,395000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC SV,2016,10,30000,25K – 50K,Petrol,Manual,480000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC SV,2016,10,109591,Above 1L,Petrol,Manual,402000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC SV,2017,9,42504,25K – 50K,Petrol,Manual,469000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC SV,2017,9,43945,25K – 50K,Petrol,Manual,527000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC SV,2017,9,61000,50K – 1L,Petrol,Manual,580000,5-10 Lakh,pune
Honda,Honda Cityi VTEC SV,2017,9,106497,Above 1L,Petrol,Manual,399000,2-5 Lakh,kolkata
Honda,Honda Cityi VTEC V,2014,12,33000,25K – 50K,Petrol,Manual,455000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC V,2014,12,52843,50K – 1L,Petrol,Manual,346000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC V,2014,12,52843,50K – 1L,Petrol,Manual,346000,2-5 Lakh,noida
Honda,Honda Cityi VTEC V,2014,12,62000,50K – 1L,Petrol,Manual,408000,2-5 Lakh,ahmedabad
Honda,Honda Cityi VTEC V,2014,12,70938,50K – 1L,Petrol,Manual,485000,2-5 Lakh,pune
Honda,Honda Cityi VTEC V,2014,12,75390,50K – 1L,Petrol,Manual,445000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC V,2014,12,80000,50K – 1L,Petrol,Manual,350000,2-5 Lakh,noida
Honda,Honda Cityi VTEC V,2014,12,91007,50K – 1L,Petrol,Manual,474000,2-5 Lakh,Hyderabad
Honda,Honda Cityi VTEC V,2014,12,103840,Above 1L,Petrol,Manual,413000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC V,2014,12,117962,Above 1L,Petrol,Manual,291000,2-5 Lakh,pune
Honda,Honda Cityi VTEC V,2015,11,20000,Below 25K,Petrol,Manual,395000,2-5 Lakh,kolkata
Honda,Honda Cityi VTEC V,2015,11,32000,25K – 50K,Petrol,Manual,425000,2-5 Lakh,new-delhi
Honda,Honda Cityi VTEC V,2015,11,35151,25K – 50K,Petrol,Manual,455000,2-5 Lakh,Hyderabad
Honda,Honda Cityi VTEC V,2015,11,43550,25K – 50K,Petrol,Manual,352000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC V,2015,11,50000,50K – 1L,Petrol,Manual,550000,5-10 Lakh,ahmedabad
Honda,Honda Cityi VTEC V,2015,11,51571,50K – 1L,Petrol,Manual,485000,2-5 Lakh,bangalore
Honda,Honda Cityi VTEC V,2015,11,58000,50K – 1L,Petrol,Manual,367000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC V,2015,11,58000,50K – 1L,Petrol,Manual,367000,2-5 Lakh,noida
Honda,Honda Cityi VTEC V,2015,11,63244,50K – 1L,Petrol,Manual,559000,5-10 Lakh,bangalore
Honda,Honda Cityi VTEC V,2015,11,64792,50K – 1L,Petrol,Manual,368000,2-5 Lakh,new-delhi
Honda,Honda Cityi VTEC V,2015,11,67000,50K – 1L,Petrol,Manual,400000,2-5 Lakh,noida
Honda,Honda Cityi VTEC V,2015,11,68000,50K – 1L,Petrol,Manual,375000,2-5 Lakh,noida
Honda,Honda Cityi VTEC V,2015,11,70000,50K – 1L,Petrol,Manual,425000,2-5 Lakh,kolkata
Honda,Honda Cityi VTEC V,2015,11,76000,50K – 1L,Petrol,Manual,511000,5-10 Lakh,jaipur
Honda,Honda Cityi VTEC V,2015,11,83292,50K – 1L,Petrol,Manual,391000,2-5 Lakh,delhi-ncr
Honda,Honda Cityi VTEC V,2015,11,83292,50K – 1L,Petrol,Manual,391000,2-5 Lakh,noida
Honda,Honda Cityi VTEC V,2015,11,85000,50K – 1L,Petrol,Manual,1245000,10-20 Lakh,mumbai
Honda,Honda Cityi VTEC V,2015,11,90156,50K – 1L,Petrol,Manual,374000,2-5 Lakh,pune
Honda,Honda Cityi VTEC V,2015,11,94742,50K – 1L,Petrol,Manual,336000,2-5 Lakh,mumbai
Honda,Honda Cityi VTEC V,2016,10,50000,50K – 1L,Petrol,Manual,500000,5-10 Lakh,noida
Honda,Honda Cityi VTEC V,2016,10,52000,50K – 1L,Petrol,Manual,530000,5-10 Lakh,pune
Honda,Honda Cityi VTEC V,2016,10,53000,50K – 1L,Petrol,Manual,570000,5-10 Lakh,pune
Honda,Honda Cityi VTEC V,2016,10,58647,50K – 1L,Petrol,Manual,600000,5-10 Lakh,pune
Honda,Honda Cityi VTEC V,2016,10,60000,50K – 1L,Petrol,Manual,490000,2-5 Lakh,noida
