car_brand,car_name,year,car_age,km_driven,km_range,fuel,transmission,price_inr,price_range,city
Audi,Audi A3 cabriolet1.4 TFSI,2019,7,16000,Below 25K,Petrol,Automatic,4600000,above 20 Lakh,new-delhi
Audi,Audi A335 TDI Attraction,2015,11,41000,25K – 50K,Diesel,Automatic,1290000,10-20 Lakh,mumbai
Audi,Audi A335 TDI Attraction,2015,11,128000,Above 1L,Diesel,Automatic,990000,5-10 Lakh,chennai
Audi,Audi A335 TDI Premium,2015,11,50000,50K – 1L,Diesel,Automatic,1700000,10-20 Lakh,chennai
Audi,Audi A335 TDI Premium,2016,10,73000,50K – 1L,Diesel,Automatic,1100000,10-20 Lakh,jaipur
Audi,Audi A335 TDI Premium Plus,2017,9,70000,50K – 1L,Diesel,Automatic,1800000,10-20 Lakh,chennai
Audi,Audi A335 TDI Premium Plus,2019,7,40000,25K – 50K,Diesel,Automatic,1575000,10-20 Lakh,noida
Audi,Audi A335 TDI Premium Plus,2019,7,76000,50K – 1L,Diesel,Automatic,2150000,above 20 Lakh,mumbai
Audi,Audi A335 TDI Premium Plus,2020,6,25500,25K – 50K,Diesel,Automatic,1650000,10-20 Lakh,mumbai
Audi,Audi A335 TDI Technology,2018,8,33000,25K – 50K,Diesel,Automatic,1600000,10-20 Lakh,kolkata
Audi,Audi A335 TDI Technology,2019,7,25500,25K – 50K,Diesel,Automatic,1650000,10-20 Lakh,mumbai
Audi,Audi A335 TDI Technology,2019,7,37000,25K – 50K,Diesel,Automatic,1700000,10-20 Lakh,new-delhi
Audi,Audi A335 TDI Technology,2019,7,37000,25K – 50K,Diesel,Automatic,1700000,10-20 Lakh,noida
Audi,Audi A335 TDI Technology Navigation,2017,9,70000,50K – 1L,Diesel,Automatic,1200000,10-20 Lakh,noida
Audi,Audi A335 TFSI Premium,2018,8,10300,Below 25K,Petrol,Automatic,1600000,10-20 Lakh,kolkata
Audi,Audi A335 TFSI Premium,2018,8,23800,Below 25K,Petrol,Automatic,1750000,10-20 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2018,8,24000,Below 25K,Petrol,Automatic,1699000,10-20 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2018,8,40000,25K – 50K,Petrol,Automatic,1399000,10-20 Lakh,kolkata
Audi,Audi A335 TFSI Premium,2018,8,41000,25K – 50K,Petrol,Automatic,1450000,10-20 Lakh,kolkata
Audi,Audi A335 TFSI Premium,2019,7,21000,Below 25K,Petrol,Automatic,1860000,10-20 Lakh,delhi-ncr
Audi,Audi A335 TFSI Premium,2019,7,21000,Below 25K,Petrol,Automatic,1860000,10-20 Lakh,gurgaon
Audi,Audi A335 TFSI Premium,2019,7,21000,Below 25K,Petrol,Automatic,1860000,10-20 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2019,7,21000,Below 25K,Petrol,Automatic,1860000,10-20 Lakh,noida
Audi,Audi A335 TFSI Premium,2019,7,51000,50K – 1L,Petrol,Automatic,1695000,10-20 Lakh,noida
Audi,Audi A335 TFSI Premium Plus,2019,7,55419,50K – 1L,Petrol,Automatic,1900000,10-20 Lakh,gurgaon
Audi,Audi A335 TFSI Premium Plus,2019,7,55419,50K – 1L,Petrol,Automatic,1900000,10-20 Lakh,new-delhi
Audi,Audi A335 TFSI Premium Plus,2019,7,55419,50K – 1L,Petrol,Automatic,1900000,10-20 Lakh,noida
Audi,Audi A335 TFSI Premium Plus,2019,7,62000,50K – 1L,Petrol,Automatic,1575000,10-20 Lakh,mumbai
Audi,Audi A335 TFSI Technology,2018,8,23800,Below 25K,Petrol,Automatic,1750000,10-20 Lakh,new-delhi
Audi,Audi A335 TFSI Technology,2019,7,21000,Below 25K,Petrol,Automatic,1850000,10-20 Lakh,delhi-ncr
Audi,Audi A335 TFSI Technology,2019,7,21000,Below 25K,Petrol,Automatic,1850000,10-20 Lakh,noida
Audi,Audi A340 TFSI Premium Plus,2015,11,61000,50K – 1L,Petrol,Automatic,995000,5-10 Lakh,mumbai
Audi,Audi A4 Technology,2021,5,30000,25K – 50K,Petrol,Automatic,3500000,above 20 Lakh,Hyderabad
Audi,Audi A41.8 TFSI Multitronic,2014,12,62118,50K – 1L,Petrol,Automatic,925000,5-10 Lakh,gurgaon
Audi,Audi A42.0 TDI,2012,14,44000,25K – 50K,Diesel,Automatic,749000,5-10 Lakh,kolkata
Audi,Audi A42.0 TDI,2013,13,78956,50K – 1L,Diesel,Automatic,875000,5-10 Lakh,Hyderabad
Audi,Audi A42.0 TDI,2014,12,84878,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,bangalore
Audi,Audi A42.0 TDI Multitronic,2012,14,82000,50K – 1L,Diesel,Automatic,770000,5-10 Lakh,pune
Audi,Audi A42.0 TDI Multitronic,2012,14,90000,50K – 1L,Diesel,Automatic,900000,5-10 Lakh,bangalore
Audi,Audi A42.0 TDI Multitronic,2013,13,91000,50K – 1L,Diesel,Automatic,795000,5-10 Lakh,jaipur
Audi,Audi A42.0 TDI Premium Plus,2015,11,69804,50K – 1L,Diesel,Automatic,1539000,10-20 Lakh,jaipur
Audi,Audi A42.0 TFSI,2010,16,81790,50K – 1L,Petrol,Automatic,675000,5-10 Lakh,chennai
Audi,Audi A430 TFSI Premium Plus,2017,9,42000,25K – 50K,Petrol,Automatic,1975000,10-20 Lakh,gurgaon
Audi,Audi A430 TFSI Premium Plus,2017,9,42000,25K – 50K,Petrol,Automatic,1975000,10-20 Lakh,noida
Audi,Audi A430 TFSI Premium Plus,2017,9,55418,50K – 1L,Petrol,Automatic,1707000,10-20 Lakh,pune
Audi,Audi A430 TFSI Premium Plus,2017,9,89188,50K – 1L,Petrol,Automatic,1843000,10-20 Lakh,chennai
Audi,Audi A430 TFSI Technology,2017,9,65000,50K – 1L,Petrol,Automatic,1750000,10-20 Lakh,delhi-ncr
Audi,Audi A430 TFSI Technology,2017,9,85000,50K – 1L,Petrol,Automatic,1650000,10-20 Lakh,new-delhi
Audi,Audi A435 TDI Premium,2015,11,135863,Above 1L,Diesel,Automatic,1650000,10-20 Lakh,chennai
Audi,Audi A435 TDI Premium,2016,10,50000,50K – 1L,Diesel,Automatic,900000,5-10 Lakh,gurgaon
Audi,Audi A435 TDI Premium,2016,10,120000,Above 1L,Diesel,Automatic,1000000,10-20 Lakh,gurgaon
Audi,Audi A435 TDI Premium Plus,2015,11,65106,50K – 1L,Diesel,Automatic,1414000,10-20 Lakh,jaipur
Audi,Audi A435 TDI Premium Plus,2017,9,68700,50K – 1L,Diesel,Automatic,1950000,10-20 Lakh,pune
Audi,Audi A435 TDI Premium Sport,2014,12,68000,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,chennai
Audi,Audi A435 TDI Premium Sport,2015,11,80000,50K – 1L,Diesel,Automatic,700000,5-10 Lakh,gurgaon
Audi,Audi A435 TDI Technology,2017,9,65000,50K – 1L,Diesel,Automatic,1650000,10-20 Lakh,new-delhi
Audi,Audi A435 TDI Technology,2017,9,69000,50K – 1L,Diesel,Automatic,1390000,10-20 Lakh,new-delhi
Audi,Audi A435 TDI Technology,2018,8,46000,25K – 50K,Diesel,Automatic,1925000,10-20 Lakh,new-delhi
Audi,Audi A435 TDI Technology,2018,8,64100,50K – 1L,Diesel,Automatic,1499000,10-20 Lakh,kolkata
Audi,Audi A435 TDI Technology,2019,7,45000,25K – 50K,Diesel,Automatic,1795000,10-20 Lakh,chandigarh
Audi,Audi A435 TDI Technology,2019,7,45000,25K – 50K,Diesel,Automatic,1795000,10-20 Lakh,noida
Audi,Audi A435 TFSi Premium,2015,11,78000,50K – 1L,Petrol,Automatic,1090000,10-20 Lakh,chennai
Audi,Audi A4Premium,2025,1,3000,Below 25K,Petrol,Automatic,3750000,above 20 Lakh,noida
Audi,Audi A4Premium BSVI,2023,3,18000,Below 25K,Petrol,Automatic,3150000,above 20 Lakh,chennai
Audi,Audi A4Premium Plus,2021,5,65000,50K – 1L,Petrol,Automatic,2690000,above 20 Lakh,new-delhi
Audi,Audi A4Premium Plus,2025,1,3000,Below 25K,Petrol,Automatic,3700000,above 20 Lakh,noida
Audi,Audi A4Technology,2021,5,30000,25K – 50K,Petrol,Automatic,3500000,above 20 Lakh,Hyderabad
Audi,Audi A4Technology,2021,5,34000,25K – 50K,Petrol,Automatic,3000000,above 20 Lakh,chennai
Audi,Audi A4Technology,2024,2,34000,25K – 50K,Petrol,Automatic,2975000,above 20 Lakh,mumbai
Audi,Audi A4Technology,2025,1,10000,Below 25K,Petrol,Automatic,4000000,above 20 Lakh,gurgaon
Audi,Audi A4Technology BSVI,2023,3,48000,25K – 50K,Petrol,Automatic,3275000,above 20 Lakh,noida
Audi,Audi A5Sportback,2018,8,19862,Below 25K,Diesel,Automatic,3900000,above 20 Lakh,Hyderabad
Audi,Audi A5Sportback,2019,7,35000,25K – 50K,Diesel,Automatic,2990000,above 20 Lakh,Hyderabad
Audi,Audi A5Sportback,2019,7,45000,25K – 50K,Diesel,Automatic,2890000,above 20 Lakh,Hyderabad
Audi,Audi A6 45 TFSI Premium Plus,2025,1,235,Below 25K,Petrol,Automatic,4950000,above 20 Lakh,new-delhi
Audi,Audi A62.0 TDI,2009,17,92100,50K – 1L,Diesel,Automatic,1200000,10-20 Lakh,chennai
Audi,Audi A62.0 TDI,2011,15,83000,50K – 1L,Diesel,Automatic,735000,5-10 Lakh,chandigarh
Audi,Audi A62.0 TDI,2011,15,93389,50K – 1L,Diesel,Automatic,875000,5-10 Lakh,Hyderabad
Audi,Audi A62.0 TDI,2011,15,98000,50K – 1L,Diesel,Automatic,625000,5-10 Lakh,pune
Audi,Audi A62.0 TDI,2012,14,55000,50K – 1L,Diesel,Automatic,875000,5-10 Lakh,chennai
Audi,Audi A62.0 TDI,2012,14,70000,50K – 1L,Diesel,Automatic,1030000,10-20 Lakh,pune
Audi,Audi A62.0 TDI,2013,13,67000,50K – 1L,Diesel,Automatic,950000,5-10 Lakh,mumbai
Audi,Audi A62.0 TDI,2013,13,88000,50K – 1L,Diesel,Automatic,750000,5-10 Lakh,chennai
Audi,Audi A62.0 TDI,2013,13,100000,Above 1L,Diesel,Automatic,700000,5-10 Lakh,ahmedabad
Audi,Audi A62.0 TDI,2014,12,52613,50K – 1L,Diesel,Automatic,975000,5-10 Lakh,jaipur
Audi,Audi A62.0 TDI,2014,12,58000,50K – 1L,Diesel,Automatic,785000,5-10 Lakh,gurgaon
Audi,Audi A62.0 TDI,2014,12,78000,50K – 1L,Diesel,Automatic,1125000,10-20 Lakh,pune
Audi,Audi A62.0 TDI,2014,12,102300,Above 1L,Diesel,Automatic,1485000,10-20 Lakh,bangalore
Audi,Audi A62.0 TDI Premium Plus,2013,13,34085,25K – 50K,Diesel,Automatic,1090000,10-20 Lakh,kolkata
Audi,Audi A62.0 TDI Premium Plus,2013,13,52900,50K – 1L,Diesel,Automatic,900000,5-10 Lakh,kolkata
Audi,Audi A62.0 TDI Premium Plus,2014,12,47500,25K – 50K,Diesel,Automatic,849000,5-10 Lakh,mumbai
Audi,Audi A62.0 TDI Premium Plus,2015,11,68000,50K – 1L,Diesel,Automatic,990000,5-10 Lakh,noida
Audi,Audi A62.0 TFSI Premium Plus,2011,15,69000,50K – 1L,Petrol,Automatic,690000,5-10 Lakh,delhi-ncr
Audi,Audi A62.8 FSI,2011,15,69000,50K – 1L,Petrol,Automatic,600000,5-10 Lakh,delhi-ncr
Audi,Audi A62.8 FSI,2011,15,69000,50K – 1L,Petrol,Automatic,600000,5-10 Lakh,gurgaon
Audi,Audi A62.8 FSI,2011,15,69000,50K – 1L,Petrol,Automatic,600000,5-10 Lakh,new-delhi
Audi,Audi A62.8 FSI,2011,15,69000,50K – 1L,Petrol,Automatic,600000,5-10 Lakh,noida
Audi,Audi A63.0 TDI Quattro Premium Plus,2015,11,77550,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,mumbai
Audi,Audi A63.0 TDI Quattro Premium Plus,2015,11,77800,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,pune
Audi,Audi A63.0 TDI Quattro Technology,2012,14,108000,Above 1L,Diesel,Automatic,1100000,10-20 Lakh,mumbai
Audi,Audi A635 TDI,2016,10,40137,25K – 50K,Diesel,Automatic,1750000,10-20 Lakh,mumbai
Audi,Audi A635 TDI,2016,10,60000,50K – 1L,Diesel,Automatic,1295000,10-20 Lakh,kolkata
Audi,Audi A635 TDI,2017,9,40500,25K – 50K,Diesel,Automatic,1675000,10-20 Lakh,new-delhi
Audi,Audi A635 TDI,2017,9,43000,25K – 50K,Diesel,Automatic,2800000,above 20 Lakh,chennai
Audi,Audi A635 TDI,2017,9,50182,50K – 1L,Diesel,Automatic,1575000,10-20 Lakh,mumbai
Audi,Audi A635 TDI,2017,9,50199,50K – 1L,Diesel,Automatic,1575000,10-20 Lakh,mumbai
Audi,Audi A635 TDI,2017,9,62000,50K – 1L,Diesel,Automatic,1321000,10-20 Lakh,new-delhi
Audi,Audi A635 TDI,2017,9,84700,50K – 1L,Diesel,Automatic,1675000,10-20 Lakh,pune
Audi,Audi A635 TDI,2018,8,26000,25K – 50K,Diesel,Automatic,2350000,above 20 Lakh,noida
Audi,Audi A635 TDI,2018,8,40000,25K – 50K,Diesel,Automatic,2800000,above 20 Lakh,chennai
Audi,Audi A635 TDI,2018,8,79000,50K – 1L,Diesel,Automatic,2245000,above 20 Lakh,Hyderabad
Audi,Audi A635 TDI,2019,7,35000,25K – 50K,Diesel,Automatic,2395000,above 20 Lakh,mumbai
Audi,Audi A635 TDI,2019,7,55000,50K – 1L,Diesel,Automatic,1850000,10-20 Lakh,new-delhi
Audi,Audi A635 TDI,2020,6,75000,50K – 1L,Diesel,Automatic,2690000,above 20 Lakh,noida
Audi,Audi A635 TDI Premium,2015,11,55000,50K – 1L,Diesel,Automatic,1190000,10-20 Lakh,chandigarh
Audi,Audi A635 TDI Premium,2015,11,55000,50K – 1L,Diesel,Automatic,1190000,10-20 Lakh,delhi-ncr
Audi,Audi A635 TDI Premium,2015,11,81000,50K – 1L,Diesel,Automatic,985000,5-10 Lakh,chandigarh
Audi,Audi A635 TDI Premium,2015,11,113000,Above 1L,Diesel,Automatic,1190000,10-20 Lakh,chennai
Audi,Audi A635 TDI Technology,2015,11,70000,50K – 1L,Diesel,Automatic,1300000,10-20 Lakh,delhi-ncr
Audi,Audi A635 TDI Technology,2015,11,70000,50K – 1L,Diesel,Automatic,1300000,10-20 Lakh,new-delhi
Audi,Audi A635 TDI Technology,2015,11,88000,50K – 1L,Diesel,Automatic,1050000,10-20 Lakh,kolkata
Audi,Audi A635 TDI Technology,2015,11,116000,Above 1L,Diesel,Automatic,1250000,10-20 Lakh,bangalore
Audi,Audi A635 TFSI,2018,8,59000,50K – 1L,Petrol,Automatic,1750000,10-20 Lakh,noida
Audi,Audi A635 TFSI Matrix,2016,10,47428,25K – 50K,Petrol,Automatic,1505000,10-20 Lakh,pune
Audi,Audi A635 TFSI Matrix,2016,10,63546,50K – 1L,Petrol,Automatic,1606000,10-20 Lakh,mumbai
Audi,Audi A635 TFSI Matrix,2018,8,64236,50K – 1L,Petrol,Automatic,2111000,above 20 Lakh,gurgaon
Audi,Audi A645 TFSI Premium Plus,2024,2,14000,Below 25K,Petrol,Automatic,4495000,above 20 Lakh,kolkata
Audi,Audi A645 TFSI Premium Plus,2025,1,235,Below 25K,Petrol,Automatic,4950000,above 20 Lakh,delhi-ncr
Audi,Audi A645 TFSI Premium Plus,2025,1,235,Below 25K,Petrol,Automatic,4950000,above 20 Lakh,new-delhi
Audi,Audi A645 TFSI Premium Plus BSVI,2021,5,28000,25K – 50K,Petrol,Automatic,2900000,above 20 Lakh,gurgaon
Audi,Audi A645 TFSI Premium Plus BSVI,2021,5,28000,25K – 50K,Petrol,Automatic,2900000,above 20 Lakh,noida
Audi,Audi A645 TFSI Premium Plus BSVI,2021,5,45000,25K – 50K,Petrol,Automatic,3800000,above 20 Lakh,chennai
Audi,Audi A645 TFSI Premium Plus BSVI,2021,5,85000,50K – 1L,Petrol,Automatic,3050000,above 20 Lakh,delhi-ncr
Audi,Audi A645 TFSI Premium Plus BSVI,2021,5,85000,50K – 1L,Petrol,Automatic,3050000,above 20 Lakh,noida
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2019,7,98000,50K – 1L,Petrol,Automatic,2990000,above 20 Lakh,noida
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2020,6,21500,Below 25K,Petrol,Automatic,2850000,above 20 Lakh,mumbai
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2021,5,18000,Below 25K,Petrol,Automatic,3990000,above 20 Lakh,gurgaon
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2021,5,18000,Below 25K,Petrol,Automatic,4250000,above 20 Lakh,gurgaon
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2021,5,19000,Below 25K,Petrol,Automatic,3925000,above 20 Lakh,noida
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2021,5,25000,25K – 50K,Petrol,Automatic,3670000,above 20 Lakh,mumbai
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2021,5,34901,25K – 50K,Petrol,Automatic,3675000,above 20 Lakh,mumbai
Audi,Audi A8L 4.2 FSI quattro,2011,15,50000,50K – 1L,Petrol,Automatic,1200000,10-20 Lakh,gurgaon
Audi,Audi Q2Premium,2020,6,80000,50K – 1L,Petrol,Automatic,2575000,above 20 Lakh,bangalore
Audi,Audi Q2Premium Plus II,2022,4,30000,25K – 50K,Petrol,Automatic,2700000,above 20 Lakh,jaipur
Audi,Audi Q2Technology,2020,6,21000,Below 25K,Petrol,Automatic,2500000,above 20 Lakh,jaipur
Audi,Audi Q2Technology,2020,6,78000,50K – 1L,Petrol,Automatic,1890000,10-20 Lakh,noida
Audi,Audi Q2Technology,2021,5,34000,25K – 50K,Petrol,Automatic,2275000,above 20 Lakh,mumbai
Audi,Audi Q2Technology,2021,5,76000,50K – 1L,Petrol,Automatic,1925000,10-20 Lakh,new-delhi
Audi,Audi Q2Technology,2022,4,44000,25K – 50K,Petrol,Automatic,2350000,above 20 Lakh,kolkata
Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,10,30000,25K – 50K,Diesel,Automatic,1200000,10-20 Lakh,Hyderabad
Audi,Audi Q32.0 TDI,2013,13,50000,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,chennai
Audi,Audi Q32.0 TDI,2013,13,73497,50K – 1L,Diesel,Automatic,990000,5-10 Lakh,jaipur
Audi,Audi Q32.0 TDI,2013,13,96000,50K – 1L,Diesel,Automatic,1195000,10-20 Lakh,bangalore
Audi,Audi Q32.0 TDI,2013,13,103000,Above 1L,Diesel,Automatic,885000,5-10 Lakh,Hyderabad
Audi,Audi Q32.0 TDI,2014,12,52000,50K – 1L,Diesel,Automatic,1675000,10-20 Lakh,bangalore
Audi,Audi Q32.0 TDI,2014,12,95000,50K – 1L,Diesel,Automatic,1095000,10-20 Lakh,pune
Audi,Audi Q32.0 TDI,2015,11,52900,50K – 1L,Diesel,Automatic,950000,5-10 Lakh,kolkata
Audi,Audi Q32.0 TDI Quattro,2015,11,55200,50K – 1L,Diesel,Automatic,1550000,10-20 Lakh,pune
Audi,Audi Q32.0 TDI Quattro,2016,10,159500,Above 1L,Diesel,Automatic,1299000,10-20 Lakh,mumbai
Audi,Audi Q32.0 TDI Quattro Premium Plus,2014,12,35000,25K – 50K,Diesel,Automatic,1225000,10-20 Lakh,mumbai
Audi,Audi Q32.0 TDI Quattro Premium Plus,2014,12,57000,50K – 1L,Diesel,Automatic,1250000,10-20 Lakh,chennai
Audi,Audi Q32.0 TDI WCI,2013,13,105000,Above 1L,Diesel,Automatic,950000,5-10 Lakh,chennai
Audi,Audi Q330 TDI,2015,11,86288,50K – 1L,Diesel,Manual,1250000,10-20 Lakh,Hyderabad
Audi,Audi Q330 TDI,2017,9,48000,25K – 50K,Diesel,Manual,1690000,10-20 Lakh,chandigarh
Audi,Audi Q330 TDI,2017,9,48000,25K – 50K,Diesel,Manual,1690000,10-20 Lakh,delhi-ncr
Audi,Audi Q330 TDI,2017,9,53000,50K – 1L,Diesel,Manual,1400000,10-20 Lakh,kolkata
Audi,Audi Q330 TDI,2017,9,62500,50K – 1L,Diesel,Manual,1675000,10-20 Lakh,mumbai
Audi,Audi Q330 TDI,2017,9,68000,50K – 1L,Diesel,Manual,1249000,10-20 Lakh,delhi-ncr
Audi,Audi Q330 TDI,2017,9,75000,50K – 1L,Diesel,Manual,1475000,10-20 Lakh,noida
Audi,Audi Q330 TDI,2017,9,77500,50K – 1L,Diesel,Manual,1890000,10-20 Lakh,Hyderabad
Audi,Audi Q330 TDI Premium FWD,2017,9,64801,50K – 1L,Diesel,Automatic,1646000,10-20 Lakh,pune
Audi,Audi Q330 TDI Premium FWD,2018,8,40000,25K – 50K,Diesel,Automatic,1985000,10-20 Lakh,bangalore
Audi,Audi Q330 TDI Premium FWD,2018,8,55000,50K – 1L,Diesel,Automatic,1600000,10-20 Lakh,noida
Audi,Audi Q330 TDI Premium FWD,2018,8,78798,50K – 1L,Diesel,Automatic,1850000,10-20 Lakh,pune
Audi,Audi Q330 TDI S Edition,2015,11,46000,25K – 50K,Diesel,Manual,1695000,10-20 Lakh,mumbai
Audi,Audi Q330 TFSI Premium FWD,2017,9,35216,25K – 50K,Petrol,Automatic,1399000,10-20 Lakh,kolkata
Audi,Audi Q330 TFSI Premium FWD,2017,9,58000,50K – 1L,Petrol,Automatic,1545000,10-20 Lakh,new-delhi
Audi,Audi Q330 TFSI Premium FWD,2017,9,69888,50K – 1L,Petrol,Automatic,1666000,10-20 Lakh,gurgaon
Audi,Audi Q330 TFSI Premium FWD,2018,8,51000,50K – 1L,Petrol,Automatic,1395000,10-20 Lakh,mumbai
Audi,Audi Q330 TFSI Premium FWD,2018,8,55000,50K – 1L,Petrol,Automatic,2145000,above 20 Lakh,gurgaon
Audi,Audi Q330 TFSI Premium FWD,2018,8,56255,50K – 1L,Petrol,Automatic,1707000,10-20 Lakh,mumbai
Audi,Audi Q330 TFSI Premium FWD,2018,8,56301,50K – 1L,Petrol,Automatic,1575000,10-20 Lakh,mumbai
Audi,Audi Q330 TFSI Premium FWD,2018,8,64000,50K – 1L,Petrol,Automatic,2049000,above 20 Lakh,noida
Audi,Audi Q330 TFSI Premium FWD,2018,8,71800,50K – 1L,Petrol,Automatic,1550000,10-20 Lakh,mumbai
Audi,Audi Q330 TFSI Premium FWD,2018,8,71800,50K – 1L,Petrol,Automatic,1550000,10-20 Lakh,pune
Audi,Audi Q330 TFSI Premium FWD,2018,8,80460,50K – 1L,Petrol,Automatic,1658000,10-20 Lakh,chennai
Audi,Audi Q330 TFSI Premium FWD,2018,8,93000,50K – 1L,Petrol,Automatic,1690000,10-20 Lakh,delhi-ncr
Audi,Audi Q330 TFSI Premium FWD,2019,7,62000,50K – 1L,Petrol,Automatic,1400000,10-20 Lakh,gurgaon
Audi,Audi Q330 TFSI Premium FWD,2019,7,64000,50K – 1L,Petrol,Automatic,1950000,10-20 Lakh,new-delhi
Audi,Audi Q330 TFSI Premium FWD,2019,7,64000,50K – 1L,Petrol,Automatic,1950000,10-20 Lakh,noida
Audi,Audi Q335 TDI Dynamic Edition,2015,11,110000,Above 1L,Diesel,Automatic,900000,5-10 Lakh,jaipur
Audi,Audi Q335 TDI Quattro Premium,2014,12,110000,Above 1L,Diesel,Automatic,1250000,10-20 Lakh,chennai
Audi,Audi Q335 TDI Quattro Premium,2014,12,120000,Above 1L,Diesel,Automatic,1080000,10-20 Lakh,chennai
Audi,Audi Q335 TDI Quattro Premium,2015,11,69890,50K – 1L,Diesel,Automatic,1450000,10-20 Lakh,mumbai
Audi,Audi Q335 TDI Quattro Premium,2015,11,78000,50K – 1L,Diesel,Automatic,1875000,10-20 Lakh,bangalore
Audi,Audi Q335 TDI Quattro Premium,2015,11,123000,Above 1L,Diesel,Automatic,1049000,10-20 Lakh,pune
Audi,Audi Q335 TDI Quattro Premium,2016,10,68000,50K – 1L,Diesel,Automatic,1400000,10-20 Lakh,mumbai
Audi,Audi Q335 TDI Quattro Premium,2016,10,69000,50K – 1L,Diesel,Automatic,1975000,10-20 Lakh,bangalore
Audi,Audi Q335 TDI Quattro Premium,2016,10,77817,50K – 1L,Diesel,Automatic,1675000,10-20 Lakh,bangalore
Audi,Audi Q335 TDI Quattro Premium,2016,10,86000,50K – 1L,Diesel,Automatic,1500000,10-20 Lakh,mumbai
Audi,Audi Q335 TDI Quattro Premium,2016,10,89000,50K – 1L,Diesel,Automatic,955000,5-10 Lakh,gurgaon
Audi,Audi Q335 TDI Quattro Premium,2017,9,66000,50K – 1L,Diesel,Automatic,1590000,10-20 Lakh,new-delhi
Audi,Audi Q335 TDI Quattro Premium Plus,2016,10,145000,Above 1L,Diesel,Automatic,1000000,10-20 Lakh,chennai
Audi,Audi Q335 TDI Quattro Premium Plus,2016,10,172000,Above 1L,Diesel,Automatic,1250000,10-20 Lakh,bangalore
Audi,Audi Q335 TDI Quattro Premium Plus,2017,9,61000,50K – 1L,Diesel,Automatic,2099000,above 20 Lakh,mumbai
Audi,Audi Q335 TDI Quattro Premium Plus,2018,8,82000,50K – 1L,Diesel,Automatic,1800000,10-20 Lakh,pune
Audi,Audi Q335 TDI Quattro Premium Plus,2018,8,95000,50K – 1L,Diesel,Automatic,1800000,10-20 Lakh,jaipur
Audi,Audi Q335 TDI Quattro Premium Plus,2019,7,42000,25K – 50K,Diesel,Automatic,1800000,10-20 Lakh,chennai
Audi,Audi Q335 TDI Quattro Technology,2016,10,55000,50K – 1L,Diesel,Automatic,1775000,10-20 Lakh,chennai
Audi,Audi Q335 TDI Quattro Technology,2017,9,78000,50K – 1L,Diesel,Automatic,1375000,10-20 Lakh,pune
Audi,Audi Q335 TDI Quattro Technology,2018,8,62000,50K – 1L,Diesel,Automatic,2650000,above 20 Lakh,bangalore
Audi,Audi Q3Design Edition 35 TDI quattro,2018,8,66000,50K – 1L,Diesel,Automatic,2011000,above 20 Lakh,jaipur
Audi,Audi Q3Premium Plus,2022,4,25545,25K – 50K,Petrol,Automatic,3727000,above 20 Lakh,bangalore
Audi,Audi Q3Premium Plus,2023,3,24000,Below 25K,Petrol,Automatic,3250000,above 20 Lakh,delhi-ncr
Audi,Audi Q3Premium Plus,2024,2,29000,25K – 50K,Petrol,Automatic,3575000,above 20 Lakh,delhi-ncr
Audi,Audi Q3Premium Plus,2024,2,29000,25K – 50K,Petrol,Automatic,3575000,above 20 Lakh,gurgaon
Audi,Audi Q3Premium Plus,2024,2,29000,25K – 50K,Petrol,Automatic,3575000,above 20 Lakh,new-delhi
Audi,Audi Q3Premium Plus,2024,2,29000,25K – 50K,Petrol,Automatic,3575000,above 20 Lakh,noida
Audi,Audi Q3Premium Plus BSVI,2023,3,32882,25K – 50K,Petrol,Automatic,3200000,above 20 Lakh,delhi-ncr
Audi,Audi Q3Premium Plus BSVI,2023,3,32882,25K – 50K,Petrol,Automatic,3200000,above 20 Lakh,gurgaon
Audi,Audi Q3Premium Plus BSVI,2023,3,32882,25K – 50K,Petrol,Automatic,3200000,above 20 Lakh,new-delhi
Audi,Audi Q3Premium Plus BSVI,2023,3,32882,25K – 50K,Petrol,Automatic,3200000,above 20 Lakh,noida
Audi,Audi Q3S,2015,11,90000,50K – 1L,Diesel,Manual,1545000,10-20 Lakh,bangalore
Audi,Audi Q52.0 TDI,2012,14,70000,50K – 1L,Diesel,Automatic,1500000,10-20 Lakh,chennai
Audi,Audi Q52.0 TDI,2012,14,112000,Above 1L,Diesel,Automatic,820000,5-10 Lakh,chandigarh
Audi,Audi Q52.0 TDI,2013,13,61400,50K – 1L,Diesel,Automatic,899000,5-10 Lakh,kolkata
