car_brand,car_name,year,km_driven,fuel,transmission,price,city
Tata,Tata HarrierXZ BSIV,2019,"87,000kms",Diesel,Manual,₹8.65 Lakh,chandigarh
Maruti,Maruti DzireZXI Plus,2017,"68,544kms",Petrol,Manual,₹4.85 Lakh,chandigarh
Maruti,Maruti SwiftVXI,2022,"39,926kms",Petrol,Manual,₹5.15 Lakh,chandigarh
Renault,Renault TriberRXL,2020,"41,283kms",Petrol,Manual,₹4.09 Lakh,chandigarh
Hyundai,Hyundai SantroMagna BSIV,2018,"47,000kms",Petrol,Manual,₹3.90 Lakh,chandigarh
Tata,Tata CurvvCreative S Diesel,2025,"6,617kms",Diesel,Manual,₹11.93 Lakh,chandigarh
Hyundai,Hyundai AlcazarSignature 6Str Diesel AT,2022,"87,295kms",Diesel,Automatic,₹13.61 Lakh,chandigarh
Tata,Tata CurvvAccomplished S Diesel,2024,"5,618kms",Diesel,Manual,₹14.36 Lakh,chandigarh
MG,MG Hector PlusSharp DCT,2020,"1,30,000kms",Petrol,Automatic,₹10.90 Lakh,chandigarh
Jaguar,Jaguar XJ5.0 L V8 Supercharged,2011,"77,000kms",Petrol,Automatic,₹12.85 Lakh,chandigarh
Maruti,Maruti Alto K10VXI,2016,"46,252kms",Petrol,Manual,₹2.90 Lakh,chandigarh
Honda,Honda CityS,2011,"89,000kms",Petrol,Manual,₹2.65 Lakh,chandigarh
Hyundai,Hyundai i10Asta 1.2 AT with Sunroof,2010,"16,000kms",Petrol,Automatic,₹2.95 Lakh,chandigarh
Hyundai,Hyundai Santro XingGLS,2009,"84,000kms",Petrol,Manual,"₹95,000",chandigarh
Honda,Honda City1.5 S MT,2011,"90,000kms",Petrol,Manual,₹2.90 Lakh,chandigarh
Honda,Honda CityS,2011,"89,000kms",Petrol,Manual,₹2.65 Lakh,chandigarh
Hyundai,Hyundai Santro XingGLS,2009,"84,000kms",Petrol,Manual,"₹95,000",chandigarh
Hyundai,Hyundai i10Asta 1.2 AT with Sunroof,2010,"16,000kms",Petrol,Automatic,₹2.95 Lakh,chandigarh
Honda,Honda City1.5 S MT,2011,"90,000kms",Petrol,Manual,₹2.90 Lakh,chandigarh
Maruti,Maruti Alto K10VXI,2016,"46,252kms",Petrol,Manual,₹2.90 Lakh,chandigarh
Mahindra,Mahindra XUV700AX7 BSVI,2021,"83,000kms",Petrol,Manual,₹18.65 Lakh,chandigarh
Hyundai,Hyundai Verna1.6 VTVT SX,2012,"58,999kms",Petrol,Manual,₹3.52 Lakh,chandigarh
Mahindra,Mahindra KUV 100mFALCON D75 K2,2016,"81,000kms",Diesel,Manual,₹3.45 Lakh,chandigarh
Renault,Renault DusterRXZ AWD,2016,"76,000kms",Diesel,Manual,₹4.75 Lakh,chandigarh
Skoda,Skoda YetiElegance,2012,"88,000kms",Diesel,Manual,₹3.65 Lakh,chandigarh
Chevrolet,Chevrolet Captiva2.2 AT AWD,2015,"87,000kms",Diesel,Automatic,₹4.90 Lakh,chandigarh
Porsche,Porsche CayenneS,2009,"81,000kms",Petrol,Manual,₹9.70 Lakh,chandigarh
Skoda,Skoda OctaviaElegance 2.0 TDI AT,2015,"1,20,000kms",Diesel,Automatic,₹6.85 Lakh,chandigarh
Kia,Kia SeltosHTK Plus D,2020,"75,000kms",Diesel,Manual,₹9.75 Lakh,chandigarh
Audi,Audi A635 TDI Premium,2015,"81,000kms",Diesel,Automatic,₹9.85 Lakh,chandigarh
Mahindra,Mahindra Alturas G44X2 AT BSIV,2018,"1,28,000kms",Diesel,Automatic,₹14.65 Lakh,chandigarh
Mahindra,Mahindra ScorpioS9 BSIV,2019,"58,000kms",Diesel,Manual,₹12.90 Lakh,chandigarh
Tata,Tata HarrierXZA Plus Kaziranga Edition AT,2022,"89,120kms",Diesel,Automatic,₹13.60 Lakh,chandigarh
Maruti,Maruti SX4VXI,2010,"34,000kms",Petrol,Manual,₹2.15 Lakh,chandigarh
Honda,Honda JazzSelect Edition,2012,"74,000kms",Petrol,Manual,₹2.35 Lakh,chandigarh
Mahindra,Mahindra ScorpioS9 BSIV,2019,"58,000kms",Diesel,Manual,₹12.90 Lakh,chandigarh
Mahindra,Mahindra Alturas G44X2 AT BSIV,2018,"1,28,000kms",Diesel,Automatic,₹14.65 Lakh,chandigarh
Tata,Tata HarrierXZA Plus Kaziranga Edition AT,2022,"89,120kms",Diesel,Automatic,₹13.60 Lakh,chandigarh
Maruti,Maruti SX4VXI,2010,"34,000kms",Petrol,Manual,₹2.15 Lakh,chandigarh
Honda,Honda JazzSelect Edition,2012,"74,000kms",Petrol,Manual,₹2.35 Lakh,chandigarh
Maruti,Maruti Baleno1.3 Zeta,2018,"1,00,000kms",Diesel,Manual,₹4.90 Lakh,chandigarh
Hyundai,Hyundai i10Sportz 1.2,2010,"1,20,000kms",Petrol,Manual,₹1.90 Lakh,chandigarh
Audi,Audi A62.0 TDI,2011,"83,000kms",Diesel,Automatic,₹7.35 Lakh,chandigarh
Honda,Honda Cityi DTec SV,2015,"62,000kms",Diesel,Manual,₹4.35 Lakh,chandigarh
Maruti,Maruti SX4Vxi BSIII,2008,"65,000kms",Petrol,Manual,₹1.35 Lakh,chandigarh
Hyundai,Hyundai Verna1.6 SX,2013,"80,000kms",Diesel,Manual,₹3.90 Lakh,chandigarh
Volvo,Volvo XC90D5 R-Design,2017,"85,000kms",Diesel,Automatic,₹29.50 Lakh,chandigarh
Maruti,Maruti JimnyZeta,2023,"38,000kms",Petrol,Manual,₹10.25 Lakh,chandigarh
Mercedes-Benz,Mercedes-Benz GLA Class200 CDI SPORT,2016,"1,05,000kms",Diesel,Automatic,₹14.90 Lakh,chandigarh
Tata,Tata NanoCx,2011,"33,000kms",Petrol,Manual,"₹42,000",chandigarh
Renault,Renault DusterPetrol RxL,2013,"1,50,000kms",Petrol,Manual,₹2.23 Lakh,chandigarh
Ford,Ford Fiesta1.6 ZXi ABS,2007,"64,000kms",Petrol,Manual,₹1.50 Lakh,chandigarh
Volkswagen,Volkswagen PoloDiesel Comfortline 1.2L,2014,"1,50,000kms",Diesel,Manual,₹1.90 Lakh,chandigarh
Ford,Ford FiestaDiesel Style,2012,"1,00,200kms",Diesel,Manual,₹2.75 Lakh,chandigarh
Ford,Ford Fiesta1.6 LE,2009,"90,000kms",Petrol,Manual,₹1 Lakh,chandigarh
Ford,Ford Ecosport1.5 DV5 MT Titanium,2014,"1,50,000kms",Diesel,Manual,₹3 Lakh,chandigarh
Ford,Ford Fiesta1.6 LE,2009,"90,000kms",Petrol,Manual,₹1 Lakh,chandigarh
Honda,Honda AmazeE i-Vtech,2015,"60,000kms",Petrol,Manual,₹3 Lakh,chandigarh
Ford,Ford Fiesta1.6 ZXi ABS,2007,"64,000kms",Petrol,Manual,₹1.50 Lakh,chandigarh
Ford,Ford FiestaDiesel Style,2012,"1,00,200kms",Diesel,Manual,₹2.75 Lakh,chandigarh
Maruti,Maruti Baleno1.2 Delta,2018,"1,50,000kms",Petrol,Manual,₹4.25 Lakh,chandigarh
Maruti,Maruti S CrossDDiS 200 Zeta,2015,"1,15,000kms",Diesel,Manual,₹3.30 Lakh,chandigarh
Maruti,Maruti CiazDelta BSIV,2017,"50,000kms",Petrol,Manual,₹5.60 Lakh,chandigarh
Maruti,Maruti CiazZDi Plus SHVS,2015,"75,000kms",Diesel,Manual,₹5.50 Lakh,chandigarh
Honda,Honda AmazeS Petrol,2021,"1,00,000kms",Petrol,Manual,₹5.70 Lakh,chandigarh
Toyota,Toyota EtiosGD,2015,"1,20,000kms",Diesel,Manual,₹3.50 Lakh,chandigarh
Hyundai,Hyundai Grand i10Sportz,2015,"1,00,000kms",Petrol,Manual,₹3 Lakh,chandigarh
Skoda,Skoda KodiaqL & K,2023,"30,000kms",Petrol,Automatic,₹37 Lakh,chandigarh
Audi,Audi Q745 TDI Quattro Premium Plus,2017,"1,00,000kms",Diesel,Automatic,₹27.45 Lakh,chandigarh
Mercedes-Benz,Mercedes-Benz C-ClassPrime C 200,2019,"1,15,000kms",Petrol,Automatic,₹24 Lakh,chandigarh
Volkswagen,Volkswagen PoloDiesel Comfortline 1.2L,2014,"1,50,000kms",Diesel,Manual,₹1.90 Lakh,chandigarh
Skoda,Skoda Laura1.9 TDI MT Ambiente,2009,"1,60,000kms",Diesel,Manual,₹2.25 Lakh,chandigarh
