car_brand,car_name,year,km_driven,fuel,transmission,price,city
Mercedes-Benz,Mercedes-Benz CLA200 Sport Edition,2016,"55,000kms",Petrol,Automatic,₹12.50 Lakh,delhi-ncr
Hyundai,Hyundai VenueSX Plus Turbo DCT,2020,"42,000kms",Petrol,Automatic,₹7.50 Lakh,delhi-ncr
Skoda,Skoda Slavia1.0 TSI Style BSVI,2022,"60,000kms",Petrol,Manual,₹8.75 Lakh,delhi-ncr
Honda,Honda AmazeVX CVT i-VTEC,2016,"70,000kms",Petrol,Automatic,₹3.75 Lakh,delhi-ncr
BMW,BMW 3 SeriesM340i xDrive BSVI,2023,"3,650kms",Petrol,Automatic,₹70 Lakh,delhi-ncr
Land Rover,Land Rover Range Rover VelarR-Dynamic S Petrol,2020,"31,000kms",Petrol,Automatic,₹52 Lakh,delhi-ncr
BMW,BMW X4xDrive30i M Sport Black Shadow edition,2022,"32,000kms",Petrol,Automatic,₹55 Lakh,delhi-ncr
BMW,BMW 3 Series330i M Sport,2020,"49,000kms",Petrol,Automatic,₹29.75 Lakh,delhi-ncr
Audi,Audi A335 TFSI Premium,2019,"21,000kms",Petrol,Automatic,₹18.60 Lakh,delhi-ncr
BMW,2020BMW 6 SeriesGT 630i Luxury Line  -2021,2018,"36,000kms",Petrol,Automatic,₹39.90 Lakh,delhi-ncr
Toyota,Toyota Innova Crysta2.8 GX AT BSIV,2019,"89,000kms",Diesel,Automatic,₹13.90 Lakh,delhi-ncr
Volvo,Volvo S60 Cross CountryD4 AWD BSIV,2017,"55,000kms",Diesel,Automatic,₹12.90 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLA Class200 d Sport,2018,"1,00,000kms",Diesel,Automatic,₹12 Lakh,delhi-ncr
Audi,Audi Q855 TFSI Quattro BSVI,2021,"32,000kms",Petrol,Automatic,₹63 Lakh,delhi-ncr
Volkswagen,Volkswagen Tiguan2.0 TSI Elegance BSVI,2022,"35,000kms",Petrol,Automatic,₹25.75 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLA Class200,2015,"65,000kms",Petrol,Automatic,₹14.90 Lakh,delhi-ncr
Skoda,Skoda Kushaq1.0 TSI Ambition,2023,"79,400kms",Petrol,Manual,₹9 Lakh,delhi-ncr
Audi,Audi Q7Technology,2022,"25,000kms",Petrol,Automatic,₹63 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLC200,2023,"24,000kms",Petrol,Automatic,₹45 Lakh,delhi-ncr
Hyundai,Hyundai VenueS BSVI,2023,"25,000kms",Petrol,Manual,₹7.50 Lakh,delhi-ncr
Renault,Renault DusterPetrol RXS CVT,2017,"34,000kms",Petrol,Automatic,₹3.50 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLC200,2022,"19,000kms",Petrol,Automatic,₹45 Lakh,delhi-ncr
Toyota,Toyota Corolla AltisG AT,2016,"68,000kms",Petrol,Automatic,₹6.90 Lakh,delhi-ncr
Audi,Audi Q52.0 TFSI Quattro,2011,"1,05,680kms",Petrol,Automatic,₹3.95 Lakh,delhi-ncr
Ford,Ford Endeavour3.2 Titanium AT 4X4,2017,"1,00,000kms",Diesel,Automatic,₹25 Lakh,delhi-ncr
Mahindra,Mahindra XUV500W4,2016,"91,000kms",Diesel,Manual,₹4.25 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLC200,2022,"24,000kms",Petrol,Automatic,₹46.90 Lakh,delhi-ncr
