car_brand,car_name,year,km_driven,fuel,transmission,price,city
Mercedes-Benz,Mercedes-Benz GLC300 4MATIC Sport,2018,"50,000kms",Petrol,Automatic,₹28.75 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLC220,2016,"1,00,000kms",Diesel,Automatic,₹20.50 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLE250d,2018,"1,10,000kms",Diesel,Automatic,₹27 Lakh,mumbai
Maruti,Maruti Vitara BrezzaZDi Plus,2019,"48,193kms",Diesel,Manual,₹8.49 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLC220d 4MATIC Sport,2018,"71,900kms",Diesel,Automatic,₹27.50 Lakh,mumbai
Jaguar,Jaguar F-PacePrestige 2.0 AWD,2019,"1,10,000kms",Diesel,Automatic,₹24.75 Lakh,mumbai
Hyundai,Hyundai TucsonSignature AT BSVI,2022,"18,142kms",Petrol,Automatic,₹24.50 Lakh,mumbai
MG,MG ZS EVExclusive,2022,"57,500kms",Electric,Automatic,₹13.45 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz CLAUrban Sport 200d,2019,"41,000kms",Diesel,Automatic,₹22.75 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz CLAUrban Sport 200,2019,"29,000kms",Petrol,Automatic,₹20.95 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz CLAUrban Sport 200,2019,"29,000kms",Petrol,Automatic,₹20.95 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLC200,2022,"52,000kms",Petrol,Automatic,₹39.85 Lakh,mumbai
Audi,Audi A645 TFSI Technology WO Matrix BSVI,2020,"21,500kms",Petrol,Automatic,₹28.50 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLC220,2016,"1,00,000kms",Diesel,Automatic,₹20.50 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLE250d,2018,"1,10,000kms",Diesel,Automatic,₹27 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz CLS-Class300d,2019,"50,000kms",Diesel,Automatic,₹45 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz C-ClassPrime C 200,2019,"14,457kms",Petrol,Automatic,₹26.90 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz E-ClassE 200 CGI,2017,"75,000kms",Petrol,Automatic,₹25 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz C-ClassProgressive C 200,2019,"34,000kms",Petrol,Automatic,₹26.26 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLS350d 4MATIC,2017,"74,000kms",Diesel,Automatic,₹47.50 Lakh,mumbai
Mercedes-Benz,Mercedes-Benz GLE250d,2018,"1,07,400kms",Diesel,Automatic,₹25 Lakh,mumbai
Kia,Kia CarnivalLimousine,2020,"39,900kms",Diesel,Automatic,₹26.75 Lakh,mumbai
