,car_brand,car_name,year,km_driven,fuel,transmission,price,city
0,Audi,Audi A4Technology,2021,"30,000kms",Petrol,Automatic,₹35 Lakh,Hyderabad
1,Honda,Honda CityS,2013,"74,638kms",Petrol,Manual,₹3.25 Lakh,Hyderabad
2,Toyota,Toyota Innova HycrossVX 7STR Hybrid,2023,"72,000kms",Petrol,Automatic,₹24.45 Lakh,Hyderabad
3,Maruti,Maruti ErtigaSHVS ZDI,2016,"81,000kms",Diesel,Manual,₹6.85 Lakh,Hyderabad
4,Tata,Tata NexonPure Diesel,2024,"22,000kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
5,Ford,Ford Endeavour2.2 Titanium AT 4X2,2018,"1,06,000kms",Diesel,Automatic,₹19.95 Lakh,Hyderabad
6,MG,MG Hector PlusSharp CVT,2022,"53,000kms",Petrol,Automatic,₹15.45 Lakh,Hyderabad
7,MG,MG HectorSharp CVT,2023,"30,000kms",Petrol,Automatic,₹17.90 Lakh,Hyderabad
8,MG,MG Windsor EVEssence,2024,"30,000kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
9,Maruti,Maruti S CrossDelta,2020,"96,121kms",Petrol,Manual,₹7.90 Lakh,Hyderabad
10,Maruti,Maruti S CrossZeta DDiS 200 SH,2018,"82,043kms",Diesel,Manual,₹6.71 Lakh,Hyderabad
11,Maruti,Maruti BrezzaZxi,2023,"48,000kms",Petrol,Manual,₹9.50 Lakh,Hyderabad
12,Hyundai,Hyundai VernaCRDi 1.6 AT SX Plus,2019,"55,000kms",Diesel,Automatic,₹10 Lakh,Hyderabad
13,Volkswagen,Volkswagen Vento1.0 TSI Highline Plus AT,2021,"83,961kms",Petrol,Automatic,₹8.32 Lakh,Hyderabad
14,Maruti,Maruti BalenoDelta,2019,"87,905kms",Petrol,Manual,₹6.95 Lakh,Hyderabad
15,Toyota,Toyota Innova2.5 G (Diesel) 7 Seater BS IV,2014,"2,28,580kms",Diesel,Manual,₹7.95 Lakh,Hyderabad
16,Nissan,Nissan MagniteTekna Plus,2024,"7,800kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
17,Maruti,Maruti CiazAlpha AT BSVI,2022,"34,891kms",Petrol,Automatic,₹9 Lakh,Hyderabad
18,Maruti,Maruti CiazAlpha BSVI,2020,"25,000kms",Petrol,Manual,₹8.99 Lakh,Hyderabad
19,Maruti,Maruti Baleno1.2 Delta,2017,"72,169kms",Petrol,Manual,₹6.25 Lakh,Hyderabad
20,Hyundai,Hyundai VernaSX Diesel,2020,"1,07,300kms",Diesel,Manual,₹9.50 Lakh,Hyderabad
21,Hyundai,Hyundai Creta1.6 CRDi SX Option,2017,"84,000kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
22,Skoda,Skoda SuperbElegance 2.0 TDI MT,2013,"1,08,611kms",Diesel,Manual,₹6.50 Lakh,Hyderabad
23,Maruti,Maruti BalenoDelta,2019,"87,905kms",Petrol,Manual,₹6.95 Lakh,Hyderabad
24,MG,MG Windsor EVEssence,2024,"30,000kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
25,Maruti,Maruti CiazAlpha BSVI,2020,"25,000kms",Petrol,Manual,₹8.99 Lakh,Hyderabad
26,Hyundai,Hyundai Creta1.6 CRDi SX Plus,2017,"96,508kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
27,Maruti,Maruti BalenoZeta,2020,"48,000kms",Petrol,Manual,₹6.55 Lakh,Hyderabad
28,Hyundai,Hyundai VernaCRDi 1.6 AT SX Plus,2019,"55,000kms",Diesel,Automatic,₹10 Lakh,Hyderabad
29,Maruti,Maruti Baleno1.2 Delta,2017,"72,169kms",Petrol,Manual,₹6.25 Lakh,Hyderabad
30,Hyundai,Hyundai Creta1.6 S Automatic,2018,"1,05,901kms",Diesel,Automatic,₹8.35 Lakh,Hyderabad
31,Maruti,Maruti Baleno1.2 Alpha,2018,"58,000kms",Petrol,Manual,₹5.45 Lakh,Hyderabad
32,Nissan,Nissan MagniteTekna Plus,2024,"7,800kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
33,Maruti,Maruti BalenoAlpha,2020,"43,000kms",Petrol,Manual,₹6.50 Lakh,Hyderabad
34,Volkswagen,Volkswagen VirtusHighline AT,2023,"16,690kms",Petrol,Automatic,₹13.07 Lakh,Hyderabad
35,Tata,Tata SafariXZA Plus 6 Str AT BSVI,2021,"64,852kms",Diesel,Automatic,₹18.50 Lakh,Hyderabad
36,Nissan,Nissan MagniteTurbo CVT XV,2023,"27,000kms",Petrol,Automatic,₹8 Lakh,Hyderabad
37,Honda,Honda City HybridZX Sensing eHEV,2022,"39,234kms",Petrol,Automatic,₹18.90 Lakh,Hyderabad
38,Toyota,Toyota Innova2.5 G (Diesel) 7 Seater BS IV,2016,"1,32,403kms",Diesel,Manual,₹16.50 Lakh,Hyderabad
39,Toyota,Toyota Innova2.5 G (Diesel) 7 Seater BS IV,2016,"1,62,000kms",Diesel,Manual,₹16 Lakh,Hyderabad
40,Mahindra,Mahindra XUV500R W10 FWD,2016,"1,31,000kms",Diesel,Manual,₹8 Lakh,Hyderabad
41,Tata,Tata HarrierXZ Plus BSVI,2022,"1,19,000kms",Diesel,Manual,₹16.50 Lakh,Hyderabad
42,Hyundai,Hyundai AlcazarPrestige 7-Seater Diesel,2024,"57,219kms",Diesel,Manual,₹16.95 Lakh,Hyderabad
43,Maruti,Maruti BalenoZeta Diesel,2017,"39,723kms",Diesel,Manual,₹5.52 Lakh,Hyderabad
44,Hyundai,Hyundai CretaSX BSVI,2023,"15,500kms",Petrol,Manual,₹15 Lakh,Hyderabad
45,Maruti,Maruti BalenoZeta Diesel,2017,"7,391kms",Diesel,Manual,₹5.69 Lakh,Hyderabad
46,Maruti,Maruti Alto 800VXI,2020,"40,863kms",Petrol,Manual,₹3.20 Lakh,Hyderabad
47,Toyota,Toyota Innova Crysta2.4 ZX 7 STR,2020,"54,192kms",Diesel,Manual,₹23.50 Lakh,Hyderabad
48,Mercedes-Benz,Mercedes-Benz GLAAero Edition,2018,"44,000kms",Petrol,Automatic,₹23 Lakh,Hyderabad
49,Toyota,Toyota Innova Crysta2.4 VX 8 STR,2020,"89,622kms",Diesel,Manual,₹20.50 Lakh,Hyderabad
50,Toyota,Toyota Innova Crysta2.4 VX 8 STR,2020,"77,855kms",Diesel,Manual,₹23.50 Lakh,Hyderabad
51,Toyota,Toyota Innova Crysta2.4 G 7 STR,2021,"1,22,00,000kms",Diesel,Manual,₹21.50 Lakh,Hyderabad
52,Tata,Tata Nexon EVEmpowered Plus 45,2025,"10,000kms",Electric,Automatic,₹15 Lakh,Hyderabad
53,Toyota,Toyota Innova Crysta2.4 GX MT 8S BSIV,2020,"74,401kms",Diesel,Manual,₹21.50 Lakh,Hyderabad
54,Toyota,Toyota Innova Crysta2.4 GX 7 STR AT,2021,"79,885kms",Diesel,Automatic,₹22.50 Lakh,Hyderabad
55,Maruti,Maruti BalenoSigma,2023,"72,635kms",Petrol,Manual,₹4.92 Lakh,Hyderabad
56,Tata,Tata Tigor EVXZ Plus,2022,"1,20,000kms",Electric,Automatic,₹8.50 Lakh,Hyderabad
57,Hyundai,Hyundai Grand i101.2 Kappa Sportz BSIV,2018,"59,136kms",Petrol,Manual,₹4.46 Lakh,Hyderabad
58,Kia,Kia CarensPremium Opt,2024,"20,000kms",Petrol,Manual,₹10.49 Lakh,Hyderabad
59,Toyota,Toyota GlanzaG,2022,"60,000kms",Petrol,Manual,₹6.70 Lakh,Hyderabad
60,Mahindra,Mahindra Scorpio NZ8L Diesel 4x4 BSVI,2023,"70,000kms",Diesel,Manual,₹17.50 Lakh,Hyderabad
61,Hyundai,Hyundai i20Sportz 1.4 CRDi,2013,"75,917kms",Diesel,Manual,₹3.60 Lakh,Hyderabad
62,Honda,Honda AmazeS Diesel,2020,"1,15,246kms",Diesel,Manual,₹5.09 Lakh,Hyderabad
63,Maruti,Maruti BalenoZeta Diesel,2018,"34,616kms",Diesel,Manual,₹5.56 Lakh,Hyderabad
64,Tata,Tata SafariAdventure Plus A,2024,"40,000kms",Diesel,Manual,₹23 Lakh,Hyderabad
65,Maruti,Maruti Swift DzireVXI Optional,2016,"1,09,134kms",Petrol,Manual,₹3.65 Lakh,Hyderabad
66,Maruti,Maruti CiazVDi Plus SHVS,2016,"1,18,363kms",Diesel,Manual,₹4.65 Lakh,Hyderabad
67,Hyundai,Hyundai i20Sportz 1.2,2017,"95,523kms",Petrol,Manual,₹4.81 Lakh,Hyderabad
68,Jeep,Jeep Compass2.0 Sport,2018,"1,20,000kms",Diesel,Manual,₹7.50 Lakh,Hyderabad
69,Honda,Honda CityV MT Diesel,2015,"74,018kms",Diesel,Manual,₹5.65 Lakh,Hyderabad
70,Hyundai,Hyundai i20Asta 1.2,2016,"1,14,940kms",Petrol,Manual,₹4.12 Lakh,Hyderabad
71,Maruti,Maruti BalenoZeta Diesel,2017,"99,994kms",Diesel,Manual,₹4.98 Lakh,Hyderabad
72,Hyundai,Hyundai CretaS (O) Diesel AT,2025,"43,000kms",Diesel,Automatic,₹19.50 Lakh,Hyderabad
73,Maruti,Maruti Swift DzireVXI 1.2,2018,"40,523kms",Petrol,Manual,₹4.94 Lakh,Hyderabad
74,Maruti,Maruti CelerioVXI,2015,"56,775kms",Petrol,Manual,₹3.27 Lakh,Hyderabad
75,Maruti,Maruti Celerio XVXI BSIV,2018,"77,487kms",Petrol,Manual,₹4.35 Lakh,Hyderabad
76,Skoda,Skoda Kushaq1.5 TSI Style DSG,2022,"20,000kms",Petrol,Automatic,₹14 Lakh,Hyderabad
77,Maruti,Maruti Swift DzireVDI,2014,"92,000kms",Diesel,Manual,₹4.75 Lakh,Hyderabad
78,Hyundai,Hyundai i10Sportz,2013,"48,009kms",Petrol,Manual,₹3.49 Lakh,Hyderabad
79,Renault,Renault PulsePetrol RxL,2016,"59,006kms",Petrol,Manual,₹3.95 Lakh,Hyderabad
80,Skoda,Skoda Kushaq1.5 TSI Style DSG,2022,"20,000kms",Petrol,Automatic,₹14 Lakh,Hyderabad
81,Honda,Honda Cityi VTEC V,2016,"86,398kms",Petrol,Manual,₹4.95 Lakh,Hyderabad
82,Maruti,Maruti Celerio XVXI BSIV,2018,"77,487kms",Petrol,Manual,₹4.35 Lakh,Hyderabad
83,Maruti,Maruti Swift DzireVXI,2016,"76,000kms",Petrol,Manual,₹4.45 Lakh,Hyderabad
84,MG,MG Windsor EVEssence,2024,"20,000kms",Electric,Automatic,₹14 Lakh,Hyderabad
85,Hyundai,Hyundai Grand i10Asta,2016,"83,800kms",Petrol,Manual,₹3.95 Lakh,Hyderabad
86,Maruti,Maruti S CrossDDiS 200 Sigma,2016,"96,000kms",Diesel,Manual,₹5.50 Lakh,Hyderabad
87,Renault,Renault PulsePetrol RxL,2016,"59,006kms",Petrol,Manual,₹3.95 Lakh,Hyderabad
88,Mercedes-Benz,Mercedes-Benz GLC200,2022,"30,000kms",Petrol,Automatic,₹42 Lakh,Hyderabad
89,Maruti,Maruti RitzVXi,2015,"55,117kms",Petrol,Manual,₹3.60 Lakh,Hyderabad
90,Maruti,Maruti SwiftVXI BSIV,2018,"86,200kms",Petrol,Manual,₹5.25 Lakh,Hyderabad
91,Maruti,Maruti Swift DzireVDI,2014,"92,000kms",Diesel,Manual,₹4.75 Lakh,Hyderabad
92,Tata,Tata PunchAdventure AMT Rhythm BSVI,2021,"40,000kms",Petrol,Automatic,₹6.50 Lakh,Hyderabad
93,Hyundai,Hyundai i10Sportz,2013,"48,009kms",Petrol,Manual,₹3.49 Lakh,Hyderabad
94,Hyundai,Hyundai Grand i10CRDi Asta,2013,"79,000kms",Diesel,Manual,₹3.99 Lakh,Hyderabad
95,Hyundai,Hyundai Grand i10CRDi Sportz,2015,"85,000kms",Diesel,Manual,₹3.80 Lakh,Hyderabad
96,Maruti,Maruti BrezzaZxi Plus AT BSVI,2022,"17,000kms",Petrol,Automatic,₹10 Lakh,Hyderabad
97,Maruti,Maruti Alto 800LXI,2016,"61,060kms",Petrol,Manual,₹3.15 Lakh,Hyderabad
98,Toyota,Toyota Innova2.5 EV (Diesel) PS 8 Seater BS IV,2012,"1,90,000kms",Diesel,Manual,₹5.75 Lakh,Hyderabad
99,Hyundai,Hyundai i20Asta 1.4 CRDi,2016,"78,000kms",Diesel,Manual,₹5.75 Lakh,Hyderabad
100,Jeep,Jeep CompassModel S Diesel BSVI,2021,"34,600kms",Diesel,Manual,₹18.25 Lakh,Hyderabad
101,Hyundai,Hyundai VernaSX Turbo,2023,"42,511kms",Petrol,Manual,₹12.10 Lakh,Hyderabad
102,Honda,Honda CityZX MT,2022,"68,538kms",Petrol,Manual,₹11.32 Lakh,Hyderabad
103,Maruti,Maruti XL6Alpha,2022,"11,803kms",Petrol,Manual,₹10.69 Lakh,Hyderabad
104,Tata,Tata HarrierXZA AT BSVI,2022,"45,000kms",Diesel,Automatic,₹16 Lakh,Hyderabad
105,Volkswagen,Volkswagen VirtusHighline,2022,"12,241kms",Petrol,Manual,₹10.84 Lakh,Hyderabad
106,Skoda,Skoda Octavia1.8 TSI AT L K,2017,"66,323kms",Petrol,Automatic,₹11.75 Lakh,Hyderabad
107,Honda,Honda CityV CVT,2022,"46,587kms",Petrol,Automatic,₹10.95 Lakh,Hyderabad
108,BMW,BMW X1sDrive20d,2011,"1,60,000kms",Diesel,Automatic,₹7.20 Lakh,Hyderabad
109,Honda,Honda CityZX MT,2021,"28,000kms",Petrol,Manual,₹10.90 Lakh,Hyderabad
110,Volkswagen,Volkswagen VirtusTopline BSVI,2022,"49,000kms",Petrol,Manual,₹13.95 Lakh,Hyderabad
111,Honda,Honda CityZX CVT,2022,"58,716kms",Petrol,Automatic,₹13.90 Lakh,Hyderabad
112,Tata,Tata TigorXZA Plus AMT BSVI,2021,"23,000kms",Petrol,Automatic,₹6 Lakh,Hyderabad
113,MG,MG HectorSharp Diesel MT,2020,"84,755kms",Diesel,Manual,₹14.50 Lakh,Hyderabad
114,Hyundai,Hyundai Creta1.6 CRDi AT SX Plus,2019,"1,03,333kms",Diesel,Automatic,₹12.80 Lakh,Hyderabad
115,Maruti,Maruti XL6Zeta BSVI,2022,"18,566kms",Petrol,Manual,₹10.50 Lakh,Hyderabad
116,Maruti,Maruti Baleno1.2 Delta,2017,"30,000kms",Petrol,Manual,₹4.80 Lakh,Hyderabad
117,Toyota,Toyota Innova2.5 G (Diesel) 7 Seater BS IV,2016,"1,32,000kms",Diesel,Manual,₹13.85 Lakh,Hyderabad
118,Kia,Kia Sonet1.5 GTX Plus Diesel AT DT,2022,"93,000kms",Diesel,Automatic,₹10.30 Lakh,Hyderabad
119,MG,MG HectorSharp Diesel MT,2020,"81,000kms",Diesel,Manual,₹11.50 Lakh,Hyderabad
120,Maruti,Maruti Swift DzireZXI Plus BS IV,2018,"70,000kms",Petrol,Manual,₹6 Lakh,Hyderabad
121,Maruti,Maruti Alto 800VXI Plus,2021,"31,733kms",Petrol,Manual,₹3.52 Lakh,Hyderabad
122,Honda,Honda Cityi VTEC VX,2016,"1,02,341kms",Petrol,Manual,₹5.18 Lakh,Hyderabad
123,Maruti,Maruti BrezzaZxi DT BSVI,2023,"49,507kms",Petrol,Manual,₹9.37 Lakh,Hyderabad
124,Maruti,Maruti SwiftVXI,2020,"60,000kms",Petrol,Manual,₹5 Lakh,Hyderabad
125,Jeep,Jeep Compass2.0 Longitude Option BSIV,2018,"88,237kms",Diesel,Manual,₹9.50 Lakh,Hyderabad
126,Mini Cooper,Mini Cooper Countryman  -2015D,2013,"57,207kms",Diesel,Automatic,₹14.75 Lakh,Hyderabad
127,Maruti,Maruti SwiftVXI,2019,"98,709kms",Petrol,Manual,₹3.82 Lakh,Hyderabad
128,Renault,Renault Duster85PS Diesel RxL,2016,"93,000kms",Diesel,Manual,₹3.50 Lakh,Hyderabad
129,Maruti,Maruti BalenoAlpha Diesel,2017,"89,105kms",Diesel,Manual,₹5 Lakh,Hyderabad
130,Maruti,Maruti BalenoZeta Diesel,2017,"80,131kms",Diesel,Manual,₹5.17 Lakh,Hyderabad
131,Honda,Honda CityZX CVT,2022,"95,968kms",Petrol,Automatic,₹9.70 Lakh,Hyderabad
132,Honda,Honda WR-Vi-VTEC VX,2018,"1,32,000kms",Petrol,Manual,₹5 Lakh,Hyderabad
133,Ford,Ford EcosportSE Petrol,2020,"25,028kms",Petrol,Manual,₹8.06 Lakh,Hyderabad
134,Volkswagen,Volkswagen Vento1.0 TSI Highline Plus AT,2021,"79,696kms",Petrol,Automatic,₹7.05 Lakh,Hyderabad
135,Maruti,Maruti BalenoDelta Diesel,2018,"61,180kms",Diesel,Manual,₹5.48 Lakh,Hyderabad
136,Mahindra,Mahindra XUV500W8 FWD,2013,"2,45,000kms",Diesel,Manual,₹4.50 Lakh,Hyderabad
137,Hyundai,Hyundai Grand i10Magna,2014,"35,524kms",Petrol,Manual,₹3.23 Lakh,Hyderabad
138,Hyundai,Hyundai AlcazarPlatinum 6Str Diesel AT,2022,"64,908kms",Diesel,Automatic,₹16.58 Lakh,Hyderabad
139,Jeep,Jeep Compass2.0 Model S Opt 4x4 AT,2021,"80,600kms",Diesel,Automatic,₹15.90 Lakh,Hyderabad
140,Maruti,Maruti Wagon R tourH3 CNG,2024,"20,000kms",CNG,Manual,₹4.70 Lakh,Hyderabad
141,Maruti,Maruti BalenoAlpha CVT,2019,"44,000kms",Petrol,Automatic,₹6.25 Lakh,Hyderabad
142,Maruti,Maruti ErtigaVXI,2021,"83,000kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
143,Hyundai,Hyundai Grand i101.2 Kappa Sportz Option,2017,"73,958kms",Petrol,Manual,₹4.02 Lakh,Hyderabad
144,Hyundai,Hyundai Grand i101.2 Kappa Sportz Option,2017,"20,776kms",Petrol,Manual,₹4.71 Lakh,Hyderabad
145,Hyundai,Hyundai i20Asta 1.4 CRDi,2016,"7,900kms",Diesel,Manual,₹5.75 Lakh,Hyderabad
146,MG,MG Hector Plus1.5 Turbo Sharp Pro 7 Str BSVI,2021,"26,236kms",Petrol,Manual,₹14.91 Lakh,Hyderabad
147,Kia,Kia SeltosGTX Plus,2019,"39,694kms",Petrol,Manual,₹11.50 Lakh,Hyderabad
148,Kia,Kia SonetGTX Plus Turbo DCT DT,2020,"34,610kms",Petrol,Automatic,₹8.62 Lakh,Hyderabad
149,Hyundai,Hyundai VenueS,2021,"68,826kms",Petrol,Manual,₹6.13 Lakh,Hyderabad
150,Hyundai,Hyundai Grand i101.2 Kappa Asta,2015,"1,39,093kms",Petrol,Manual,₹3.53 Lakh,Hyderabad
151,Tata,Tata NexonXZA Plus (O) AMT Diesel,2021,"38,740kms",Diesel,Automatic,₹10.09 Lakh,Hyderabad
152,Kia,Kia SeltosHTX,2022,"32,209kms",Petrol,Manual,₹10.45 Lakh,Hyderabad
153,Kia,Kia SonetHTX Diesel Anniversary Edition,2022,"51,463kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
154,Kia,Kia SeltosGTX Plus Diesel AT,2019,"85,008kms",Diesel,Automatic,₹11.60 Lakh,Hyderabad
155,Tata,2021Tata HarrierXZA Plus Dark Edition AT  -2022,2020,"1,22,867kms",Diesel,Automatic,₹14.30 Lakh,Hyderabad
156,Kia,Kia SeltosGTX Plus DCT,2021,"71,998kms",Petrol,Automatic,₹13.73 Lakh,Hyderabad
157,Tata,Tata TiagoXZA AMT,2021,"71,695kms",Petrol,Automatic,₹5.27 Lakh,Hyderabad
158,Kia,Kia SonetGravity Diesel,2024,"47,980kms",Diesel,Manual,₹13.50 Lakh,Hyderabad
159,Toyota,Toyota Innova Crysta2.4 ZX 7 STR AT,2022,"55,275kms",Diesel,Automatic,₹29 Lakh,Hyderabad
160,Kia,Kia SeltosGTX Plus DCT,2021,"71,998kms",Petrol,Automatic,₹13.73 Lakh,Hyderabad
161,Tata,Tata TiagoXZA AMT,2021,"71,695kms",Petrol,Automatic,₹5.27 Lakh,Hyderabad
162,Kia,Kia SonetGravity Diesel,2024,"47,980kms",Diesel,Manual,₹13.50 Lakh,Hyderabad
163,Toyota,Toyota Innova Crysta2.4 ZX 7 STR AT,2022,"55,275kms",Diesel,Automatic,₹29 Lakh,Hyderabad
164,Maruti,Maruti Vitara BrezzaZXI Plus,2022,"61,084kms",Petrol,Manual,₹9.34 Lakh,Hyderabad
165,Honda,Honda CityZX CVT,2020,"60,811kms",Petrol,Automatic,₹8.61 Lakh,Hyderabad
166,Volkswagen,Volkswagen Vento1.0 TSI Highline Plus,2020,"75,662kms",Petrol,Manual,₹7.19 Lakh,Hyderabad
167,Tata,Tata AltrozXZ Plus Diesel,2023,"20,831kms",Diesel,Manual,₹8.29 Lakh,Hyderabad
168,Renault,Renault KigerRXZ Turbo CVT DT,2021,"63,651kms",Petrol,Automatic,₹6.95 Lakh,Hyderabad
169,Hyundai,Hyundai VenueSX Turbo Executive,2020,"26,501kms",Diesel,Manual,₹8.78 Lakh,Hyderabad
170,Honda,Honda CityZX CVT,2017,"60,704kms",Petrol,Automatic,₹9.42 Lakh,Hyderabad
171,Tata,Tata AltrozXZ Diesel,2022,"51,184kms",Diesel,Manual,₹8.07 Lakh,Hyderabad
172,Maruti,Maruti S CrossAlpha,2016,"99,957kms",Petrol,Manual,₹6.22 Lakh,Hyderabad
173,Hyundai,Hyundai VenueSX Opt Diesel,2022,"63,442kms",Diesel,Manual,₹9.73 Lakh,Hyderabad
174,Renault,Renault KigerRXZ AMT,2022,"17,798kms",Petrol,Automatic,₹7.11 Lakh,Hyderabad
175,MG,MG HectorSharp Diesel MT BSIV,2020,"64,147kms",Diesel,Manual,₹9.64 Lakh,Hyderabad
176,Renault,Renault KigerRXZ,2022,"51,591kms",Petrol,Manual,₹6.17 Lakh,Hyderabad
177,Maruti,Maruti Vitara BrezzaZXI Plus Dual Tone,2016,"78,384kms",Petrol,Manual,₹6.63 Lakh,Hyderabad
178,Honda,Honda Amaze 2nd GenVX,2023,"49,814kms",Petrol,Manual,₹6.24 Lakh,Hyderabad
179,Hyundai,Hyundai VenueSX Opt Turbo DCT Special Edition,2021,"54,830kms",Petrol,Automatic,₹8.89 Lakh,Hyderabad
180,Maruti,Maruti S CrossAlpha,2016,"99,957kms",Petrol,Manual,₹6.22 Lakh,Hyderabad
181,Maruti,Maruti Vitara BrezzaZXI Plus,2022,"61,084kms",Petrol,Manual,₹9.34 Lakh,Hyderabad
182,Hyundai,Hyundai VenueSX Opt Diesel,2022,"63,442kms",Diesel,Manual,₹9.73 Lakh,Hyderabad
183,Renault,Renault Captur1.5 Diesel RXL,2017,"94,975kms",Diesel,Manual,₹6.20 Lakh,Hyderabad
184,Maruti,Maruti Vitara BrezzaZXI Plus Dual Tone,2022,"1,22,637kms",Petrol,Manual,₹9.67 Lakh,Hyderabad
185,Honda,Honda CityZX MT,2021,"88,385kms",Petrol,Manual,₹9.61 Lakh,Hyderabad
186,Hyundai,Hyundai VenueSX Opt Turbo,2021,"40,670kms",Petrol,Manual,₹8.75 Lakh,Hyderabad
187,Maruti,Maruti XL6Alpha AT,2021,"1,12,796kms",Petrol,Automatic,₹9.71 Lakh,Hyderabad
188,Maruti,Maruti Vitara BrezzaZXI Plus AT Dual Tone,2021,"95,207kms",Petrol,Automatic,₹8.74 Lakh,Hyderabad
189,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
190,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
191,Volvo,Volvo XC90 D5 AWD,2014,"1,50,000 kms",Diesel,Manual,₹20 Lakh,Hyderabad
192,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
193,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
194,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
195,Skoda,Skoda Octavia 2.0 TDI AT Style Plus,2019,"87,000 kms",Diesel,Automatic,₹14 Lakh,Hyderabad
196,Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2017,"86,000 kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
197,Maruti,Maruti BalenoAlpha Diesel,2021,"89,276kms",Diesel,Manual,₹6.53 Lakh,Hyderabad
198,Maruti,Maruti ErtigaSHVS ZDI Plus,2017,"68,394kms",Diesel,Manual,₹7.15 Lakh,Hyderabad
199,Honda,Honda CityZX CVT,2020,"60,811kms",Petrol,Automatic,₹8.61 Lakh,Hyderabad
200,Volkswagen,Volkswagen Vento1.0 TSI Highline Plus,2020,"75,662kms",Petrol,Manual,₹7.19 Lakh,Hyderabad
201,Tata,Tata AltrozXZ Plus Diesel,2023,"20,831kms",Diesel,Manual,₹8.29 Lakh,Hyderabad
202,Renault,Renault KigerRXZ,2022,"51,591kms",Petrol,Manual,₹6.17 Lakh,Hyderabad
203,Maruti,Maruti Vitara BrezzaZXI Plus Dual Tone,2016,"78,384kms",Petrol,Manual,₹6.63 Lakh,Hyderabad
204,Mahindra,Mahindra Bolero NeoN8 BSVI,2022,"84,000kms",Diesel,Manual,₹9 Lakh,Hyderabad
205,Hyundai,Hyundai Creta1.6 VTVT E Plus,2018,"62,000kms",Petrol,Manual,₹8.30 Lakh,Hyderabad
206,Maruti,Maruti CiazZeta Automatic BSIV,2019,"54,000kms",Petrol,Automatic,₹7.99 Lakh,Hyderabad
207,Skoda,Skoda Rapid1.6 MPI Style BSIV,2018,"1,00,500kms",Petrol,Manual,₹7.99 Lakh,Hyderabad
208,Maruti,Maruti Vitara BrezzaZXI Plus Dual Tone,2022,"1,22,637kms",Petrol,Manual,₹9.67 Lakh,Hyderabad
209,Hyundai,Hyundai Creta1.6 CRDi AT SX Plus,2015,"1,36,806kms",Diesel,Automatic,₹7 Lakh,Hyderabad
210,Maruti,Maruti XL6Alpha,2020,"89,130kms",Petrol,Manual,₹9.90 Lakh,Hyderabad
211,Maruti,Maruti Vitara BrezzaZDi AMT,2019,"96,492kms",Diesel,Automatic,₹8.90 Lakh,Hyderabad
212,Hyundai,Hyundai VenueSX Diesel BSIV,2019,"89,213kms",Diesel,Manual,₹8.90 Lakh,Hyderabad
213,Maruti,Maruti Vitara BrezzaVXI AT,2021,"63,842kms",Petrol,Automatic,₹8.10 Lakh,Hyderabad
214,Honda,Honda Cityi DTec SV,2017,"94,723kms",Diesel,Manual,₹6.30 Lakh,Hyderabad
215,Maruti,Maruti Vitara BrezzaZDi Plus,2017,"72,000kms",Diesel,Manual,₹7.55 Lakh,Hyderabad
216,Hyundai,Hyundai Creta1.4 CRDi S,2017,"1,16,410kms",Diesel,Manual,₹8.25 Lakh,Hyderabad
217,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
218,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
219,Mahindra,Mahindra XUV500 R W10 FWD,2016,"1,31,000 kms",Diesel,Manual,₹8 Lakh,Hyderabad
220,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
221,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
222,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
223,Mercedes-Benz,Mercedes-Benz GLA Aero Edition,2018,"44,000 kms",Petrol,Automatic,₹23 Lakh,Hyderabad
224,MG,MG Windsor EV Essence,2024,"30,000 kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
