,car_brand,car_name,year,km_driven,fuel,transmission,price,city
1860,Maruti,Maruti Alto 800VXI,2017,"96,121kms",Petrol,Manual,₹2.55 Lakh,Hyderabad
1861,Hyundai,Hyundai i20Sportz Petrol,2011,"97,176kms",Petrol,Manual,₹2.29 Lakh,Hyderabad
1862,Maruti,Maruti Alto 800LXi,2016,"89,903kms",Petrol,Manual,₹2.17 Lakh,Hyderabad
1863,Ford,Ford FigoDiesel EXI,2013,"1,34,712kms",Diesel,Manual,₹2.38 Lakh,Hyderabad
1864,Hyundai,Hyundai Elite i20  Diesel Asta Option,2018,"79,000kms",Diesel,Manual,₹6.20 Lakh,Hyderabad
1865,Maruti,Maruti Alto 800VXI,2015,"94,760kms",Petrol,Manual,₹2.35 Lakh,Hyderabad
1866,Maruti,Maruti Alto 800VXI,2017,"96,121kms",Petrol,Manual,₹2.55 Lakh,Hyderabad
1867,Hyundai,Hyundai i20Sportz Petrol,2011,"97,176kms",Petrol,Manual,₹2.29 Lakh,Hyderabad
1868,Maruti,Maruti Alto 800LXi,2016,"89,903kms",Petrol,Manual,₹2.17 Lakh,Hyderabad
1869,Ford,Ford FigoDiesel EXI,2013,"1,34,712kms",Diesel,Manual,₹2.38 Lakh,Hyderabad
1870,Hyundai,Hyundai i20Magna 1.4 CRDi,2011,"1,02,510kms",Diesel,Manual,₹3 Lakh,Hyderabad
1871,MG,MG Hector1.5 Turbo Savvy Pro CVT BSVI,2023,"47,587kms",Petrol,Automatic,₹18.02 Lakh,Hyderabad
1872,Kia,Kia SeltosGTX Plus Diesel AT,2022,"1,10,000kms",Diesel,Automatic,₹17.50 Lakh,Hyderabad
1873,Honda,Honda City HybridZX Sensing eHEV,2024,"28,607kms",Petrol,Automatic,₹20.90 Lakh,Hyderabad
1874,Skoda,Skoda Kushaq1.5 TSI Ambition,2023,"24,968kms",Petrol,Manual,₹11.19 Lakh,Hyderabad
1875,Kia,Kia SeltosGTX Plus Diesel AT,2021,"58,000kms",Diesel,Automatic,₹13.50 Lakh,Hyderabad
1876,Honda,Honda WR-Vi-VTEC VX,2019,"46,483kms",Petrol,Manual,₹6.51 Lakh,Hyderabad
1877,Maruti,Maruti SwiftZXI Plus AMT,2021,"95,666kms",Petrol,Automatic,₹6.29 Lakh,Hyderabad
1878,Hyundai,Hyundai Creta1.4 S,2019,"63,869kms",Diesel,Manual,₹9.16 Lakh,Hyderabad
1879,Honda,Honda AmazeVX Petrol,2022,"41,771kms",Petrol,Manual,₹7.80 Lakh,Hyderabad
1880,Ford,Ford FigoTitanium Diesel,2012,"1,03,454kms",Diesel,Manual,₹2.22 Lakh,Hyderabad
1881,Hyundai,Hyundai i20Sportz Petrol,2012,"54,715kms",Petrol,Manual,₹2.76 Lakh,Hyderabad
1882,Hyundai,Hyundai i201.2 Magna,2010,"50,306kms",Petrol,Manual,₹2.25 Lakh,Hyderabad
1883,Maruti,Maruti Alto K10VXI,2018,"1,23,429kms",Petrol,Manual,₹2.58 Lakh,Hyderabad
1884,Honda,Honda AmazeVX Petrol,2022,"41,771kms",Petrol,Manual,₹7.80 Lakh,Hyderabad
1885,Ford,Ford FigoTitanium Diesel,2012,"1,03,454kms",Diesel,Manual,₹2.22 Lakh,Hyderabad
1886,Hyundai,Hyundai i20Sportz Petrol,2012,"54,715kms",Petrol,Manual,₹2.76 Lakh,Hyderabad
1887,Maruti,Maruti Alto K10VXI,2018,"1,23,429kms",Petrol,Manual,₹2.58 Lakh,Hyderabad
1888,Hyundai,Hyundai i201.2 Magna,2010,"50,306kms",Petrol,Manual,₹2.25 Lakh,Hyderabad
1889,Hyundai,Hyundai EONMagna,2018,"30,533kms",Petrol,Manual,₹3.09 Lakh,Hyderabad
1890,Maruti,Maruti Alto 800VXI,2021,"29,192kms",Petrol,Manual,₹3.47 Lakh,Hyderabad
1891,Maruti,Maruti Alto 800VXI,2022,"44,509kms",Petrol,Manual,₹3.31 Lakh,Hyderabad
1892,Hyundai,Hyundai Xcent1.2 CRDi E,2017,"76,000kms",Diesel,Manual,₹3.99 Lakh,Hyderabad
1893,Toyota,Toyota Etios1.4 VXD,2018,"1,20,000kms",Diesel,Manual,₹5.50 Lakh,Hyderabad
1894,Honda,Honda Cityi DTec V,2016,"91,000kms",Diesel,Manual,₹5.50 Lakh,Hyderabad
1895,Kia,Kia SeltosGTX Plus Diesel AT,2022,"47,380kms",Diesel,Automatic,₹15.41 Lakh,Hyderabad
1896,Hyundai,Hyundai Creta1.6 SX,2020,"75,446kms",Petrol,Manual,₹11.17 Lakh,Hyderabad
1897,Maruti,Maruti RitzVXi,2014,"1,09,784kms",Petrol,Manual,₹2.43 Lakh,Hyderabad
1898,Hyundai,Hyundai i10Sportz 1.1L,2014,"91,204kms",Petrol,Manual,₹2.93 Lakh,Hyderabad
1899,Ford,Ford FigoTitanium Blu Diesel,2012,"93,114kms",Diesel,Manual,₹2.45 Lakh,Hyderabad
1900,Hyundai,Hyundai i10Sportz,2012,"70,000kms",Petrol,Manual,₹2.20 Lakh,Hyderabad
1901,Ford,Ford EndeavourTitanium Plus 4X4,2019,"1,06,000kms",Diesel,Automatic,₹24.90 Lakh,Hyderabad
1902,Renault,Renault KWID1.0 RXT Opt,2018,"53,446kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1903,Ford,Ford Ecosport1.5 TDCi Titanium BSIV,2016,"1,48,786kms",Diesel,Manual,₹4.65 Lakh,Hyderabad
1904,Hyundai,Hyundai i10Sportz 1.1L,2014,"91,204kms",Petrol,Manual,₹2.93 Lakh,Hyderabad
1905,Hyundai,Hyundai i10Sportz,2012,"70,000kms",Petrol,Manual,₹2.20 Lakh,Hyderabad
1906,Ford,Ford EndeavourTitanium Plus 4X4,2019,"1,06,000kms",Diesel,Automatic,₹24.90 Lakh,Hyderabad
1907,Renault,Renault KWID1.0 RXT Opt,2018,"53,446kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1908,Ford,Ford Ecosport1.5 TDCi Titanium BSIV,2016,"1,48,786kms",Diesel,Manual,₹4.65 Lakh,Hyderabad
1909,Skoda,Skoda Kushaq1.0 TSI Style,2021,"78,718kms",Petrol,Manual,₹10.04 Lakh,Hyderabad
1910,Lexus,Lexus ES300h,2019,"40,000kms",Petrol,Automatic,₹39.99 Lakh,Hyderabad
1911,Kia,Kia SeltosHTK Plus D,2020,"46,000kms",Diesel,Manual,₹11.50 Lakh,Hyderabad
1912,Toyota,Toyota Innova Crysta2.4 ZX 7 STR AT,2020,"1,12,734kms",Diesel,Automatic,₹24.50 Lakh,Hyderabad
1913,Volkswagen,Volkswagen Tiguan Allspace4Motion,2020,"14,500kms",Petrol,Automatic,₹25 Lakh,Hyderabad
1914,Jeep,Jeep Compass2.0 Sport,2023,"47,098kms",Diesel,Manual,₹30 Lakh,Hyderabad
1915,Honda,Honda ElevateZX CVT,2024,"40,987kms",Petrol,Automatic,₹17.50 Lakh,Hyderabad
1916,Maruti,Maruti CiazZeta AT,2018,"95,989kms",Petrol,Automatic,₹6.27 Lakh,Hyderabad
1917,Maruti,Maruti Vitara BrezzaZDi,2018,"1,24,897kms",Diesel,Manual,₹6.54 Lakh,Hyderabad
1918,Maruti,Maruti Vitara BrezzaZXI Plus AT Dual Tone,2022,"51,633kms",Petrol,Automatic,₹9.49 Lakh,Hyderabad
1919,Maruti,Maruti BrezzaZxi,2023,"81,628kms",Petrol,Manual,₹9.20 Lakh,Hyderabad
1920,Hyundai,Hyundai VenueS Turbo BSIV,2021,"39,022kms",Petrol,Manual,₹7.95 Lakh,Hyderabad
1921,Maruti,Maruti BalenoDelta,2024,"30,000kms",Petrol,Manual,₹7.75 Lakh,Hyderabad
1922,Maruti,Maruti Alto 800VXI Plus,2022,"40,769kms",Petrol,Manual,₹3.63 Lakh,Hyderabad
1923,Maruti,Maruti Alto 800VXI,2022,"18,091kms",Petrol,Manual,₹3.67 Lakh,Hyderabad
1924,Maruti,Maruti BrezzaZxi,2023,"81,628kms",Petrol,Manual,₹9.20 Lakh,Hyderabad
1925,Hyundai,Hyundai VenueS Turbo BSIV,2021,"39,022kms",Petrol,Manual,₹7.95 Lakh,Hyderabad
1926,Maruti,Maruti BalenoDelta,2024,"30,000kms",Petrol,Manual,₹7.75 Lakh,Hyderabad
1927,Maruti,Maruti Alto 800VXI Plus,2022,"40,769kms",Petrol,Manual,₹3.63 Lakh,Hyderabad
1928,Maruti,Maruti Alto 800VXI,2022,"18,091kms",Petrol,Manual,₹3.67 Lakh,Hyderabad
1929,Maruti,Maruti SwiftLXI,2020,"1,21,832kms",Petrol,Manual,₹3.86 Lakh,Hyderabad
1930,Maruti,Maruti Alto 800VXI,2021,"29,567kms",Petrol,Manual,₹3.32 Lakh,Hyderabad
1931,Maruti,Maruti Baleno1.2 CVT Alpha,2018,"22,000kms",Petrol,Automatic,₹5.85 Lakh,Hyderabad
1932,Maruti,Maruti Wagon RVXI,2020,"22,457kms",Petrol,Manual,₹4.90 Lakh,Hyderabad
1933,Maruti,Maruti Wagon RVXI BS IV,2014,"59,253kms",Petrol,Manual,₹3.25 Lakh,Hyderabad
1934,Maruti,Maruti SwiftVDI,2013,"1,24,496kms",Diesel,Manual,₹3.95 Lakh,Hyderabad
1935,Toyota,Toyota EtiosGD,2016,"2,00,663kms",Diesel,Manual,₹4.50 Lakh,Hyderabad
1936,Maruti,Maruti SwiftVXI,2023,"32,026kms",Petrol,Manual,₹5.80 Lakh,Hyderabad
1937,Volkswagen,Volkswagen VirtusHighline,2023,"16,532kms",Petrol,Manual,₹12.37 Lakh,Hyderabad
1938,Honda,Honda ElevateZX CVT Non RF,2024,"26,211kms",Petrol,Automatic,₹16.90 Lakh,Hyderabad
1939,Hyundai,Hyundai Alcazar1.5 Signature (O) 7-Seater Diesel AT,2023,"33,000kms",Diesel,Automatic,₹18.50 Lakh,Hyderabad
1940,Maruti,Maruti Alto K10VXI,2013,"43,262kms",Petrol,Manual,₹2.27 Lakh,Hyderabad
1941,Hyundai,Hyundai i10Magna 1.2,2013,"47,715kms",Petrol,Manual,₹2.69 Lakh,Hyderabad
1942,Maruti,Maruti Alto 800LXi,2018,"63,233kms",Petrol,Manual,₹2.54 Lakh,Hyderabad
1943,Maruti,Maruti S CrossAlpha AT,2021,"50,294kms",Petrol,Automatic,₹9.73 Lakh,Hyderabad
1944,Hyundai,Hyundai Alcazar1.5 Signature (O) 7-Seater Diesel AT,2023,"33,000kms",Diesel,Automatic,₹18.50 Lakh,Hyderabad
1945,Hyundai,Hyundai i10Magna 1.2,2013,"47,715kms",Petrol,Manual,₹2.69 Lakh,Hyderabad
1946,Maruti,Maruti Alto K10VXI,2013,"43,262kms",Petrol,Manual,₹2.27 Lakh,Hyderabad
1947,Maruti,Maruti Alto 800LXi,2018,"63,233kms",Petrol,Manual,₹2.54 Lakh,Hyderabad
1948,Maruti,Maruti S CrossAlpha AT,2021,"50,294kms",Petrol,Automatic,₹9.73 Lakh,Hyderabad
1949,Jeep,Jeep Compass2.0 Limited 4X4,2021,"51,541kms",Diesel,Manual,₹23.80 Lakh,Hyderabad
1950,Toyota,Toyota Innova Crysta2.7 ZX 7 STR AT,2022,"60,000kms",Petrol,Automatic,₹21.45 Lakh,Hyderabad
1951,Toyota,Toyota Innova Crysta2.4 ZX 7 STR,2021,"63,902kms",Diesel,Manual,₹22.50 Lakh,Hyderabad
1952,Maruti,Maruti BalenoAlpha Diesel,2018,"1,16,890kms",Diesel,Manual,₹5.26 Lakh,Hyderabad
1953,Maruti,Maruti SwiftVXI AMT,2019,"72,472kms",Petrol,Automatic,₹4.60 Lakh,Hyderabad
1954,Maruti,Maruti Alto 800LXi,2020,"40,309kms",Petrol,Manual,₹3.04 Lakh,Hyderabad
1955,Maruti,Maruti Swift DzireVDI,2014,"67,000kms",Diesel,Manual,₹4.85 Lakh,Hyderabad
1956,Maruti,Maruti S CrossDDiS 200 Zeta,2016,"79,612kms",Diesel,Manual,₹5.95 Lakh,Hyderabad
1957,Honda,Honda AmazeS Option i-VTEC,2018,"55,252kms",Petrol,Manual,₹4.70 Lakh,Hyderabad
1958,Maruti,Maruti Vitara BrezzaZXI Plus AT Dual Tone,2023,"19,609kms",Petrol,Automatic,₹12.38 Lakh,Hyderabad
1959,Skoda,Skoda Slavia1.5 TSI Style AT,2022,"78,359kms",Petrol,Automatic,₹14.26 Lakh,Hyderabad
1960,Skoda,Skoda Kushaq1.5 TSI Ambition,2022,"36,735kms",Petrol,Manual,₹11.83 Lakh,Hyderabad
1961,Skoda,Skoda Kushaq1.0 TSI Style AT,2022,"36,517kms",Petrol,Automatic,₹12.17 Lakh,Hyderabad
1962,Tata,Tata CurvvCreative Diesel,2024,"13,544kms",Diesel,Manual,₹12.36 Lakh,Hyderabad
1963,Maruti,Maruti BrezzaZxi AT DT,2022,"37,421kms",Petrol,Automatic,₹10.06 Lakh,Hyderabad
1964,Skoda,Skoda Slavia1.5 TSI Style AT,2022,"78,359kms",Petrol,Automatic,₹14.26 Lakh,Hyderabad
1965,Skoda,Skoda Kushaq1.0 TSI Style AT,2021,"56,522kms",Petrol,Automatic,₹11.42 Lakh,Hyderabad
1966,Maruti,Maruti BrezzaZxi AT DT,2022,"37,421kms",Petrol,Automatic,₹10.06 Lakh,Hyderabad
1967,Kia,Kia SeltosHTX,2022,"46,582kms",Petrol,Manual,₹10.29 Lakh,Hyderabad
1968,Skoda,Skoda Kushaq1.5 TSI Ambition,2022,"36,735kms",Petrol,Manual,₹11.83 Lakh,Hyderabad
1969,Skoda,Skoda Kushaq1.0 TSI Style AT,2022,"36,517kms",Petrol,Automatic,₹12.17 Lakh,Hyderabad
1970,Tata,Tata CurvvCreative Diesel,2024,"13,544kms",Diesel,Manual,₹12.36 Lakh,Hyderabad
1971,Hyundai,Hyundai Creta1.6 SX Automatic Diesel,2019,"80,000kms",Diesel,Automatic,₹10.10 Lakh,Hyderabad
1972,Hyundai,Hyundai AlcazarSignature 6Str DCT,2023,"29,349kms",Petrol,Automatic,₹18.53 Lakh,Hyderabad
1973,Toyota,Toyota Fortuner4X4 Diesel AT BSVI,2022,"82,100kms",Diesel,Automatic,₹38.40 Lakh,Hyderabad
1974,Audi,Audi S53.0 TFSIq Tiptronic,2018,"52,000kms",Petrol,Automatic,₹45 Lakh,Hyderabad
1975,Toyota,Toyota Fortuner2.8 2WD AT BSIV,2018,"1,33,000kms",Diesel,Automatic,₹29.30 Lakh,Hyderabad
1976,Renault,Renault TriberRXL BSVI,2020,"53,232kms",Petrol,Manual,₹4.99 Lakh,Hyderabad
1977,Toyota,Toyota Innova Crysta2.4 GX Plus 7Str,2024,"28,000kms",Diesel,Manual,₹25.50 Lakh,Hyderabad
1978,Renault,Renault DusterPetrol RXS CVT,2020,"46,109kms",Petrol,Automatic,₹7.60 Lakh,Hyderabad
1979,Maruti,Maruti BrezzaZxi DT BSVI,2023,"36,585kms",Petrol,Manual,₹9.69 Lakh,Hyderabad
1980,Volkswagen,Volkswagen Vento1.0 TSI Highline Plus AT,2021,"1,19,592kms",Petrol,Automatic,₹8.22 Lakh,Hyderabad
1981,Renault,Renault KigerRXZ AMT DT,2022,"50,470kms",Petrol,Automatic,₹6.83 Lakh,Hyderabad
1982,Hyundai,Hyundai VenueS BSVI,2022,"50,000kms",Petrol,Manual,₹6.50 Lakh,Hyderabad
1983,Hyundai,Hyundai Creta1.6 SX Automatic Diesel,2018,"94,217kms",Diesel,Automatic,₹9.30 Lakh,Hyderabad
1984,Volkswagen,Volkswagen Vento1.0 TSI Highline Plus AT,2021,"1,19,592kms",Petrol,Automatic,₹8.22 Lakh,Hyderabad
1985,Renault,Renault KigerRXZ AMT DT,2022,"50,470kms",Petrol,Automatic,₹6.83 Lakh,Hyderabad
1986,Renault,Renault DusterPetrol RXS CVT,2020,"46,109kms",Petrol,Automatic,₹7.60 Lakh,Hyderabad
1987,Hyundai,Hyundai Creta1.6 SX Automatic Diesel,2018,"94,217kms",Diesel,Automatic,₹9.30 Lakh,Hyderabad
1988,Hyundai,Hyundai VenueS BSVI,2022,"50,000kms",Petrol,Manual,₹6.50 Lakh,Hyderabad
1989,Hyundai,Hyundai Grand i10 NiosSportz,2024,"5,391kms",Petrol,Manual,₹6.45 Lakh,Hyderabad
1990,Toyota,Toyota Innova Crysta2.4 GX MT BSIV,2018,"64,000kms",Diesel,Manual,₹17.99 Lakh,Hyderabad
1991,Toyota,Toyota Innova Crysta2.4 G MT BSIV,2018,"66,000kms",Diesel,Manual,₹15.99 Lakh,Hyderabad
1992,Tata,Tata AltrozXE BSVI,2021,"55,699kms",Petrol,Manual,₹4.19 Lakh,Hyderabad
1993,Honda,Honda Cityi VTEC V,2014,"91,007kms",Petrol,Manual,₹4.74 Lakh,Hyderabad
1994,Renault,Renault KWIDClimber 1.0 AMT,2017,"55,000kms",Petrol,Automatic,₹3.45 Lakh,Hyderabad
1995,Honda,Honda CityS,2013,"89,997kms",Petrol,Manual,₹4.35 Lakh,Hyderabad
1996,Hyundai,Hyundai Santa Fe4x4 AT,2012,"90,000kms",Diesel,Automatic,₹5.50 Lakh,Hyderabad
1997,Maruti,Maruti Alto 800VXI,2019,"92,102kms",Petrol,Manual,₹2.38 Lakh,Hyderabad
1998,Toyota,Toyota Innova Crysta2.4 GX 7Str,2024,"1,00,000kms",Diesel,Manual,₹23 Lakh,Hyderabad
1999,Hyundai,Hyundai VernaSX IVT Opt,2021,"17,426kms",Petrol,Automatic,₹15 Lakh,Hyderabad
2000,Honda,Honda ElevateVX CVT,2024,"20,841kms",Petrol,Automatic,₹16.50 Lakh,Hyderabad
2001,Honda,Honda ElevateZX CVT Non RF,2024,"10,380kms",Petrol,Automatic,₹17.50 Lakh,Hyderabad
2002,Audi,Audi Q73.0 TDI Quattro Technology,2013,"95,000kms",Diesel,Automatic,₹15.99 Lakh,Hyderabad
2003,Hyundai,Hyundai Verna1.6 SX VTVT (O) AT,2020,"53,228kms",Petrol,Automatic,₹11 Lakh,Hyderabad
2004,Hyundai,Hyundai VernaSX IVT Opt,2021,"17,426kms",Petrol,Automatic,₹15 Lakh,Hyderabad
2005,Honda,Honda ElevateVX CVT,2024,"20,841kms",Petrol,Automatic,₹16.50 Lakh,Hyderabad
2006,Honda,Honda ElevateZX CVT Non RF,2024,"10,380kms",Petrol,Automatic,₹17.50 Lakh,Hyderabad
2007,Audi,Audi Q73.0 TDI Quattro Technology,2013,"95,000kms",Diesel,Automatic,₹15.99 Lakh,Hyderabad
2008,Hyundai,Hyundai Verna1.6 SX VTVT (O) AT,2020,"53,228kms",Petrol,Automatic,₹11 Lakh,Hyderabad
2009,Skoda,Skoda Kushaq1.0 TSI Style AT,2022,"33,826kms",Petrol,Automatic,₹13.19 Lakh,Hyderabad
2010,Kia,Kia SeltosGTX Plus Diesel AT,2022,"30,219kms",Diesel,Automatic,₹14.86 Lakh,Hyderabad
2011,Maruti,Maruti Alto 800LXi,2018,"82,837kms",Petrol,Manual,₹2.44 Lakh,Hyderabad
2012,Renault,Renault KigerRXZ,2023,"20,377kms",Petrol,Manual,₹6.81 Lakh,Hyderabad
2013,Hyundai,Hyundai Creta1.6 VTVT AT SX Plus,2018,"73,868kms",Petrol,Automatic,₹9.26 Lakh,Hyderabad
2014,Hyundai,Hyundai VernaVTVT 1.6 AT SX Option,2018,"64,000kms",Petrol,Automatic,₹8.50 Lakh,Hyderabad
2015,Maruti,Maruti ErtigaVXI,2021,"80,536kms",Petrol,Manual,₹8 Lakh,Hyderabad
2016,Maruti,Maruti ErtigaVXI AT,2020,"70,291kms",Petrol,Automatic,₹8.80 Lakh,Hyderabad
2017,Hyundai,Hyundai i20Sportz BSVI,2023,"18,876kms",Petrol,Manual,₹7.25 Lakh,Hyderabad
2018,Mahindra,Mahindra TUV 300T6 Plus,2018,"88,000kms",Diesel,Manual,₹6.85 Lakh,Hyderabad
2019,Kia,Kia SonetHTX Turbo iMT BSVI,2020,"71,317kms",Petrol,Manual,₹6 Lakh,Hyderabad
2020,Skoda,Skoda Rapid1.6 MPI Ambition Plus,2015,"1,03,000kms",Petrol,Manual,₹4.75 Lakh,Hyderabad
2021,Toyota,Toyota Fortuner4X4 Diesel,2023,"48,687kms",Diesel,Manual,₹39.50 Lakh,Hyderabad
2022,Audi,Audi Q855 TFSI Quattro BSVI,2022,"30,381kms",Petrol,Automatic,₹1.05 Crore,Hyderabad
2023,Audi,Audi Q855 TFSI Quattro BSVI,2022,"30,381kms",Petrol,Automatic,₹1.09 Crore,Hyderabad
2024,Kia,Kia SonetHTX Turbo iMT BSVI,2020,"71,317kms",Petrol,Manual,₹6 Lakh,Hyderabad
2025,Skoda,Skoda Rapid1.6 MPI Ambition Plus,2015,"1,03,000kms",Petrol,Manual,₹4.75 Lakh,Hyderabad
2026,Audi,Audi Q855 TFSI Quattro BSVI,2022,"30,381kms",Petrol,Automatic,₹1.09 Crore,Hyderabad
2027,Toyota,Toyota Fortuner4X4 Diesel,2023,"48,687kms",Diesel,Manual,₹39.50 Lakh,Hyderabad
2028,Audi,Audi Q855 TFSI Quattro BSVI,2022,"30,381kms",Petrol,Automatic,₹1.05 Crore,Hyderabad
2029,Toyota,Toyota Innova Crysta2.4 Zx 7Str,2024,"27,000kms",Diesel,Manual,₹29.30 Lakh,Hyderabad
2030,Toyota,Toyota Innova Crysta2.4 GX 8 STR AT,2021,"82,651kms",Diesel,Automatic,₹23.50 Lakh,Hyderabad
2031,Hyundai,Hyundai CretaSX Opt Diesel AT,2023,"44,000kms",Diesel,Automatic,₹18.75 Lakh,Hyderabad
2032,Kia,Kia SeltosGTX Plus Diesel AT,2024,"39,622kms",Diesel,Automatic,₹19.50 Lakh,Hyderabad
2033,Maruti,Maruti Alto 800Utsav Edition,2018,"79,077kms",Petrol,Manual,₹2.44 Lakh,Hyderabad
2034,Volkswagen,Volkswagen Taigun1.0 Topline AT,2022,"60,003kms",Petrol,Automatic,₹12.36 Lakh,Hyderabad
2035,Honda,Honda ElevateZX Non RF,2023,"9,627kms",Petrol,Manual,₹13.82 Lakh,Hyderabad
2036,Hyundai,Hyundai CretaSX Opt Turbo BSVI,2020,"49,160kms",Petrol,Automatic,₹11.52 Lakh,Hyderabad
2037,Maruti,Maruti BrezzaZxi AT,2022,"28,374kms",Petrol,Automatic,₹10.39 Lakh,Hyderabad
2038,Hyundai,Hyundai VenueSX,2023,"14,512kms",Petrol,Manual,₹10.95 Lakh,Hyderabad
2039,Hyundai,Hyundai VenueSX Opt Turbo DT,2023,"7,830kms",Petrol,Manual,₹13 Lakh,Hyderabad
2040,Maruti,Maruti BrezzaZxi,2023,"20,940kms",Petrol,Manual,₹9.90 Lakh,Hyderabad
2041,Renault,Renault KigerRXZ Turbo CVT DT,2022,"44,479kms",Petrol,Automatic,₹8.31 Lakh,Hyderabad
2042,Kia,Kia SonetHTX Turbo iMT,2023,"23,104kms",Petrol,Manual,₹9.25 Lakh,Hyderabad
2043,Nissan,Nissan Kicks1.5 XV,2021,"30,541kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
2044,Volkswagen,Volkswagen Taigun1.0 Topline AT,2022,"60,003kms",Petrol,Automatic,₹12.36 Lakh,Hyderabad
2045,Honda,Honda ElevateZX Non RF,2023,"9,627kms",Petrol,Manual,₹13.82 Lakh,Hyderabad
2046,Hyundai,Hyundai CretaSX Opt Turbo BSVI,2020,"49,160kms",Petrol,Automatic,₹11.52 Lakh,Hyderabad
2047,Maruti,Maruti BrezzaZxi AT,2022,"28,374kms",Petrol,Automatic,₹10.39 Lakh,Hyderabad
2048,Hyundai,Hyundai VenueSX,2023,"14,512kms",Petrol,Manual,₹10.95 Lakh,Hyderabad
2049,Hyundai,Hyundai VenueSX Opt Turbo DT,2023,"7,830kms",Petrol,Manual,₹13 Lakh,Hyderabad
2050,Maruti,Maruti BrezzaZxi,2023,"20,940kms",Petrol,Manual,₹9.90 Lakh,Hyderabad
2051,Renault,Renault KigerRXZ Turbo CVT DT,2022,"44,479kms",Petrol,Automatic,₹8.31 Lakh,Hyderabad
2052,Kia,Kia SonetHTX Turbo iMT,2023,"23,104kms",Petrol,Manual,₹9.25 Lakh,Hyderabad
2053,Mahindra,Mahindra XUV300W8,2019,"72,000kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
2054,Volkswagen,Volkswagen Polo1.0 TSI Highline Plus,2021,"57,500kms",Petrol,Manual,₹7.15 Lakh,Hyderabad
2055,Tata,Tata AltrozXZ Option Diesel,2022,"34,200kms",Diesel,Manual,₹8.35 Lakh,Hyderabad
2056,Maruti,Maruti SwiftVXI AMT BSVI,2022,"16,000kms",Petrol,Automatic,₹7.75 Lakh,Hyderabad
2057,Ford,Ford Ecosport1.5 Petrol Titanium BSIV,2019,"54,300kms",Petrol,Manual,₹6.99 Lakh,Hyderabad
2058,Ford,Ford Ecosport1.5 Diesel Titanium BSIV,2018,"69,306kms",Diesel,Manual,₹6.99 Lakh,Hyderabad
2059,Nissan,Nissan Kicks1.5 XV,2021,"30,541kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
2060,Mahindra,Mahindra XUV700AX5 5Str AT,2023,"17,316kms",Petrol,Automatic,₹17.58 Lakh,Hyderabad
2061,Mahindra,Mahindra XUV700AX5 7 Str Diesel BSVI,2023,"27,182kms",Diesel,Manual,₹17.25 Lakh,Hyderabad
2062,Renault,2018Renault KWID1.0 RXT Optional AT  -2019,2016,"51,940kms",Petrol,Automatic,₹3.22 Lakh,Hyderabad
2063,Tata,Tata TiagoXZ  -2022,2020,"1,39,031kms",Petrol,Manual,₹3.17 Lakh,Hyderabad
2064,Volkswagen,Volkswagen Taigun1.0 Topline AT,2022,"60,003kms",Petrol,Automatic,₹12.36 Lakh,Hyderabad
2065,Honda,Honda ElevateZX Non RF,2023,"9,627kms",Petrol,Manual,₹13.82 Lakh,Hyderabad
2066,Hyundai,Hyundai CretaSX Opt Turbo BSVI,2020,"49,160kms",Petrol,Automatic,₹11.52 Lakh,Hyderabad
2067,Maruti,Maruti BrezzaZxi AT,2022,"28,374kms",Petrol,Automatic,₹10.39 Lakh,Hyderabad
2068,Hyundai,Hyundai VenueSX,2023,"14,512kms",Petrol,Manual,₹10.95 Lakh,Hyderabad
2069,Hyundai,Hyundai VenueSX Opt Turbo DT,2023,"7,830kms",Petrol,Manual,₹13 Lakh,Hyderabad
2070,Maruti,Maruti BrezzaZxi,2023,"20,940kms",Petrol,Manual,₹9.90 Lakh,Hyderabad
2071,Renault,Renault KigerRXZ Turbo CVT DT,2022,"44,479kms",Petrol,Automatic,₹8.31 Lakh,Hyderabad
2072,Kia,Kia SonetHTX Turbo iMT,2023,"23,104kms",Petrol,Manual,₹9.25 Lakh,Hyderabad
2073,Nissan,Nissan Kicks1.5 XV,2021,"30,541kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
2074,Tata,Tata AltrozXZ Option Diesel,2022,"34,200kms",Diesel,Manual,₹8.35 Lakh,Hyderabad
2075,Maruti,Maruti SwiftVXI AMT BSVI,2022,"16,000kms",Petrol,Automatic,₹7.75 Lakh,Hyderabad
2076,Ford,Ford Ecosport1.5 Diesel Titanium BSIV,2018,"69,306kms",Diesel,Manual,₹6.99 Lakh,Hyderabad
2077,Ford,Ford Ecosport1.5 Petrol Titanium BSIV,2019,"54,300kms",Petrol,Manual,₹6.99 Lakh,Hyderabad
2078,Volkswagen,Volkswagen Polo1.0 TSI Highline Plus,2021,"57,500kms",Petrol,Manual,₹7.15 Lakh,Hyderabad
2079,Mahindra,Mahindra XUV300W8,2019,"72,000kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
2080,Mahindra,Mahindra XUV700AX5 5Str AT,2023,"17,316kms",Petrol,Automatic,₹17.58 Lakh,Hyderabad
