car_brand,car_name,year,km_driven,fuel,transmission,price,city
Mercedes-Benz,Mercedes-Benz GLC220d 4MATIC Style,2019,"50,000kms",Diesel,Automatic,₹35 Lakh,chennai
Mini Cooper,2015Mini Cooper Countryman  -2015D High,2013,"33,000kms",Diesel,Automatic,₹18.75 Lakh,chennai
Mercedes-Benz,Mercedes-Benz E-ClassExclusive E 220 d BSIV,2019,"1,00,000kms",Diesel,Automatic,₹32 Lakh,chennai
Mercedes-Benz,Mercedes-Benz M-ClassML 350 4Matic,2015,"70,000kms",Diesel,Automatic,₹28.50 Lakh,chennai
Mercedes-Benz,Mercedes-Benz E-ClassE350 CDI Avantgrade,2017,"50,000kms",Diesel,Automatic,₹38 Lakh,chennai
Kia,Kia SeltosHTX,2022,"21,068kms",Petrol,Manual,₹12.86 Lakh,chennai
Kia,Kia SeltosGTX Option,2022,"45,000kms",Petrol,Manual,₹13.75 Lakh,chennai
Honda,Honda JazzV CVT,2018,"30,000kms",Petrol,Automatic,₹5.60 Lakh,chennai
BMW,BMW X3xDrive 20d xLine,2019,"70,000kms",Diesel,Automatic,₹40 Lakh,chennai
Skoda,Skoda Slavia1.0 TSI Ambition,2023,"34,000kms",Petrol,Manual,₹10.90 Lakh,chennai
,Mini 3 DOORCooper S BSVI,2021,"17,000kms",Petrol,Automatic,₹36 Lakh,chennai
Hyundai,Hyundai i201.2 Asta,2018,"41,538kms",Petrol,Manual,₹5.75 Lakh,chennai
Mercedes-Benz,Mercedes-Benz E-ClassExclusive E 220 d BSIV,2019,"1,12,000kms",Diesel,Automatic,₹32.90 Lakh,chennai
Mercedes-Benz,Mercedes-Benz S-ClassS 350d BSVI,2022,"45,000kms",Diesel,Automatic,₹1.05 Crore,chennai
Mercedes-Benz,Mercedes-Benz S-ClassS 350 d,2018,"43,000kms",Diesel,Automatic,₹59 Lakh,chennai
Mahindra,Mahindra BoleroB6 Opt,2023,"29,000kms",Diesel,Manual,₹9.25 Lakh,chennai
Kia,Kia SonetHTX Turbo iMT BSVI,2020,"68,265kms",Petrol,Manual,₹6.07 Lakh,chennai
Kia,Kia SonetHTX Turbo iMT BSVI,2020,"74,360kms",Petrol,Manual,₹6.30 Lakh,chennai
Honda,Honda Amaze 2nd GenVX,2023,"40,416kms",Petrol,Manual,₹6.34 Lakh,chennai
Skoda,Skoda Superb1.8 TSI MT,2013,"63,000kms",Petrol,Manual,₹3.46 Lakh,chennai
Hyundai,Hyundai VenueSX Turbo,2021,"19,027kms",Petrol,Manual,₹6.76 Lakh,chennai
Honda,Honda CityV MT,2019,"36,000kms",Petrol,Manual,₹7.70 Lakh,chennai
Hyundai,Hyundai Creta1.6 VTVT SX Plus,2016,"1,20,000kms",Petrol,Manual,₹6.95 Lakh,chennai
Hyundai,Hyundai Creta1.6 E Plus,2018,"86,000kms",Petrol,Manual,₹7 Lakh,chennai
Maruti,Maruti SwiftVXI BSVI,2021,"41,000kms",Petrol,Manual,₹6.25 Lakh,chennai
Hyundai,Hyundai Creta1.4 E Plus CRDi,2018,"61,000kms",Diesel,Manual,₹8.90 Lakh,chennai
Ford,Ford Ecosport1.5 TDCi Titanium BSIV,2015,"60,371kms",Diesel,Manual,₹6.50 Lakh,chennai
Ford,Ford Ecosport1.5 TDCi Titanium Plus BSIV,2016,"69,000kms",Diesel,Manual,₹6.25 Lakh,chennai
Maruti,Maruti SwiftZXI BSVI,2022,"16,300kms",Petrol,Manual,₹7.25 Lakh,chennai
Ford,Ford Ecosport1.5 Diesel Trend BSIV,2017,"69,329kms",Diesel,Manual,₹6.25 Lakh,chennai
Hyundai,Hyundai Creta1.6 E,2018,"65,333kms",Petrol,Manual,₹6.80 Lakh,chennai
Hyundai,Hyundai Creta1.6 SX,2018,"1,10,316kms",Petrol,Manual,₹6.07 Lakh,chennai
Maruti,Maruti S CrossAlpha,2021,"90,927kms",Petrol,Manual,₹6.18 Lakh,chennai
Hyundai,Hyundai Creta1.6 CRDi SX Option,2016,"85,000kms",Diesel,Manual,₹7.50 Lakh,chennai
